shot_list,tvad_name
"[(1, 11), (12, 50), (51, 55), (56, 69), (70, 76), (77, 87), (88, 115), (116, 137), (138, 150), (151, 172), (173, 188)]",friends_s02e04_seg02_clip_13
"[(1, 24), (25, 31), (32, 40), (41, 44), (45, 66), (67, 72), (73, 85), (86, 94), (95, 100), (101, 104), (105, 106), (107, 119), (120, 125), (126, 137), (138, 144), (145, 152), (153, 163), (164, 167), (168, 172), (173, 179)]",friends_s02e04_seg02_clip_14
"[(1, 8), (9, 15), (16, 21), (22, 30), (31, 39), (40, 46), (47, 53), (54, 61), (62, 80), (81, 122), (123, 127), (128, 143), (144, 153), (154, 159), (160, 197)]",friends_s02e04_seg02_clip_15
"[(1, 8), (9, 14), (15, 19), (20, 23), (24, 27), (28, 48), (49, 55), (56, 62), (63, 75), (76, 80), (81, 89), (90, 131), (132, 137), (138, 143), (144, 155), (156, 161)]",friends_s02e04_seg02_clip_16
"[(1, 9), (10, 33), (34, 71), (72, 110), (111, 124), (125, 134), (135, 153), (154, 175), (176, 182)]",friends_s02e04_seg02_clip_17
"[(1, 7), (8, 96), (97, 102), (103, 138), (139, 146), (147, 172), (173, 179)]",friends_s02e04_seg02_clip_18
"[(1, 3), (4, 33), (34, 48), (49, 76), (77, 86), (87, 114), (115, 121), (122, 131), (132, 140), (141, 148), (149, 155), (156, 184), (185, 186), (187, 199), (200, 211), (212, 226), (227, 237), (238, 241), (242, 255), (256, 257)]",friends_s02e04_seg02_clip_19
"[(1, 2), (3, 25), (26, 34), (35, 63), (64, 82), (83, 102), (103, 111), (112, 123), (124, 128), (129, 155), (156, 162), (163, 173)]",friends_s02e05_seg02_clip_01
"[(1, 3), (4, 8), (9, 15), (16, 24), (25, 30), (31, 35), (36, 66), (67, 77), (78, 102), (103, 114), (115, 121), (122, 147), (148, 151), (152, 167), (168, 182)]",friends_s02e05_seg02_clip_02
"[(1, 23), (24, 25), (26, 28), (29, 33), (34, 35), (36, 37), (38, 44), (45, 62), (63, 81), (82, 92), (93, 98), (99, 101), (102, 109), (110, 114), (115, 128), (129, 132), (133, 182)]",friends_s02e05_seg02_clip_03
"[(1, 9), (10, 23), (24, 48), (49, 68), (69, 81), (82, 98), (99, 117), (118, 125), (126, 138), (139, 146), (147, 158), (159, 162), (163, 167), (168, 172), (173, 186), (187, 191), (192, 194)]",friends_s02e05_seg02_clip_04
"[(1, 17), (18, 30), (31, 36), (37, 41), (42, 46), (47, 88), (89, 111), (112, 116), (117, 138), (139, 147), (148, 164)]",friends_s02e05_seg02_clip_05
"[(1, 5), (6, 17), (18, 36), (37, 42), (43, 60), (61, 68), (69, 80), (81, 116), (117, 133), (134, 176), (177, 185)]",friends_s02e05_seg02_clip_06
"[(1, 2), (3, 11), (12, 28), (29, 33), (34, 37), (38, 44), (45, 56), (57, 59), (60, 69), (70, 78), (79, 86), (87, 92), (93, 96), (97, 114), (115, 119), (120, 131), (132, 173), (174, 179)]",friends_s02e05_seg02_clip_11
"[(1, 2), (3, 8), (9, 16), (17, 27), (28, 35), (36, 41), (42, 45), (46, 56), (57, 70), (71, 79), (80, 81), (82, 85), (86, 87), (88, 90), (91, 99), (100, 109), (110, 113), (114, 117), (118, 130), (131, 141), (142, 150), (151, 157), (158, 170), (171, 185)]",friends_s02e05_seg02_clip_13
"[(1, 10), (11, 38), (39, 42), (43, 50), (51, 54), (55, 63), (64, 73), (74, 90), (91, 105), (106, 117), (118, 152), (153, 157), (158, 176)]",friends_s02e05_seg02_clip_14
"[(1, 17), (18, 26), (27, 50), (51, 57), (58, 94), (95, 99), (100, 113), (114, 131), (132, 172), (173, 182)]",friends_s02e05_seg02_clip_15
"[(1, 52), (53, 71), (72, 79), (80, 87), (88, 117), (118, 123), (124, 129), (130, 133), (134, 142), (143, 146), (147, 150), (151, 163), (164, 171), (172, 179)]",friends_s02e05_seg02_clip_16
"[(1, 12), (13, 21), (22, 32), (33, 36), (37, 39), (40, 64), (65, 69), (70, 83), (84, 109), (110, 123), (124, 135), (136, 147), (148, 156), (157, 177), (178, 194)]",friends_s02e05_seg02_clip_17
"[(1, 6), (7, 23), (24, 42), (43, 49), (50, 52), (53, 67), (68, 70), (71, 83), (84, 107), (108, 121), (122, 154), (155, 161), (162, 167)]",friends_s02e05_seg02_clip_18
"[(1, 12), (13, 21), (22, 43), (44, 49), (50, 71), (72, 76), (77, 82), (83, 102), (103, 104), (105, 111), (112, 115), (116, 119), (120, 127), (128, 145), (146, 156), (157, 162), (163, 169), (170, 180), (181, 209)]",friends_s02e05_seg02_clip_19
"[(1, 36), (37, 51), (52, 54), (55, 64), (65, 70), (71, 79), (80, 84), (85, 94), (95, 109), (110, 112), (113, 119), (120, 123), (124, 128), (129, 134)]",friends_s02e06_seg01_clip_01
"[(1, 2), (3, 11), (12, 32), (33, 41), (42, 54), (55, 62), (63, 71), (72, 76), (77, 98), (99, 112), (113, 124), (125, 141), (142, 151), (152, 153), (154, 157), (158, 164), (165, 170), (171, 177), (178, 188)]",friends_s02e06_seg02_clip_00
"[(1, 2), (3, 9), (10, 28), (29, 40), (41, 45), (46, 69), (70, 82), (83, 88), (89, 113), (114, 120), (121, 124), (125, 137), (138, 159), (160, 176), (177, 185)]",friends_s02e06_seg02_clip_02
"[(1, 10), (11, 29), (30, 33), (34, 54), (55, 67), (68, 83), (84, 95), (96, 102), (103, 126), (127, 143), (144, 166), (167, 176)]",friends_s02e06_seg02_clip_03
"[(1, 13), (14, 19), (20, 32), (33, 39), (40, 47), (48, 57), (58, 62), (63, 67), (68, 75), (76, 87), (88, 90), (91, 96), (97, 103), (104, 121), (122, 134), (135, 141), (142, 146), (147, 155), (156, 169), (170, 182), (183, 185)]",friends_s02e06_seg02_clip_04
"[(1, 7), (8, 20), (21, 36), (37, 43), (44, 57), (58, 63), (64, 75), (76, 97), (98, 109), (110, 120), (121, 141), (142, 145), (146, 153), (154, 159), (160, 165), (166, 173), (174, 176)]",friends_s02e06_seg02_clip_05
"[(1, 2), (3, 12), (13, 19), (20, 37), (38, 41), (42, 46), (47, 57), (58, 64), (65, 70), (71, 80), (81, 88), (89, 95), (96, 107), (108, 113), (114, 126), (127, 145), (146, 148), (149, 155), (156, 160), (161, 179)]",friends_s02e06_seg02_clip_11
"[(1, 3), (4, 10), (11, 33), (34, 46), (47, 73), (74, 83), (84, 100), (101, 110), (111, 122), (123, 126), (127, 130), (131, 136), (137, 142), (143, 149), (150, 153), (154, 173), (174, 178), (179, 189), (190, 194)]",friends_s02e06_seg02_clip_12
"[(1, 2), (3, 15), (16, 19), (20, 23), (24, 26), (27, 37), (38, 55), (56, 64), (65, 92), (93, 102), (103, 109), (110, 118), (119, 122), (123, 125), (126, 144), (145, 148), (149, 158), (159, 166), (167, 176)]",friends_s02e06_seg02_clip_13
"[(1, 4), (5, 22), (23, 44), (45, 50), (51, 58), (59, 89), (90, 101), (102, 109), (110, 147), (148, 157), (158, 168), (169, 176)]",friends_s02e07_seg02_clip_08
"[(1, 10), (11, 17), (18, 34), (35, 46), (47, 54), (55, 66), (67, 69), (70, 75), (76, 82), (83, 106), (107, 113), (114, 124), (125, 134), (135, 142), (143, 187), (188, 191), (192, 196), (197, 221), (222, 225), (226, 235), (236, 239)]",friends_s02e07_seg02_clip_09
"[(1, 2), (3, 12), (13, 16), (17, 31), (32, 34), (35, 41), (42, 49), (50, 80), (81, 96), (97, 111), (112, 116), (117, 120), (121, 126), (127, 128)]",friends_s02e07_seg02_clip_10
"[(1, 2), (3, 9), (10, 11), (12, 21), (22, 26), (27, 44), (45, 52), (53, 61), (62, 82), (83, 93), (94, 119), (120, 124), (125, 136), (137, 148), (149, 159), (160, 161), (162, 168), (169, 173)]",friends_s02e07_seg02_clip_11
"[(1, 7), (8, 37), (38, 59), (60, 73), (74, 78), (79, 84), (85, 88), (89, 107), (108, 121), (122, 127), (128, 146), (147, 175), (176, 182)]",friends_s02e07_seg02_clip_12
"[(1, 14), (15, 21), (22, 25), (26, 31), (32, 49), (50, 54), (55, 66), (67, 74), (75, 76), (77, 79), (80, 81), (82, 91), (92, 103), (104, 117), (118, 131), (132, 137), (138, 144), (145, 158), (159, 165), (166, 185)]",friends_s02e07_seg02_clip_13
"[(1, 6), (7, 24), (25, 27), (28, 35), (36, 46), (47, 76), (77, 85), (86, 107), (108, 128), (129, 135), (136, 139), (140, 149), (150, 154), (155, 177), (178, 182), (183, 185)]",friends_s02e07_seg02_clip_14
"[(1, 12), (13, 20), (21, 25), (26, 28), (29, 33), (34, 37), (38, 45), (46, 49), (50, 62), (63, 75), (76, 86), (87, 92), (93, 104), (105, 111), (112, 122), (123, 151), (152, 169), (170, 175), (176, 182)]",friends_s02e08_seg02_clip_08
"[(1, 10), (11, 14), (15, 17), (18, 22), (23, 28), (29, 33), (34, 36), (37, 52), (53, 57), (58, 78), (79, 82), (83, 91), (92, 105), (106, 116), (117, 120), (121, 124), (125, 145), (146, 176), (177, 187), (188, 194)]",friends_s02e08_seg02_clip_09
"[(1, 2), (3, 14), (15, 49), (50, 57), (58, 81), (82, 85), (86, 119), (120, 123), (124, 134), (135, 137), (138, 140), (141, 144), (145, 154), (155, 162), (163, 167), (168, 170)]",friends_s02e08_seg02_clip_10
"[(1, 3), (4, 9), (10, 11), (12, 13), (14, 26), (27, 40), (41, 47), (48, 53), (54, 68), (69, 76), (77, 92), (93, 97), (98, 103), (104, 109), (110, 114), (115, 118), (119, 139), (140, 154), (155, 156), (157, 165), (166, 179)]",friends_s02e08_seg02_clip_11
"[(1, 19), (20, 24), (25, 40), (41, 44), (45, 57), (58, 69), (70, 79), (80, 101), (102, 113), (114, 121), (122, 125), (126, 151), (152, 155), (156, 162), (163, 170), (171, 182), (183, 185)]",friends_s02e08_seg02_clip_12
"[(1, 12), (13, 22), (23, 35), (36, 49), (50, 79), (80, 92), (93, 114), (115, 130), (131, 144), (145, 156), (157, 164), (165, 176)]",friends_s02e08_seg02_clip_14
"[(1, 10), (11, 19), (20, 35), (36, 39), (40, 49), (50, 57), (58, 93), (94, 101), (102, 105), (106, 111), (112, 119), (120, 161), (162, 167), (168, 174), (175, 178), (179, 188)]",friends_s02e08_seg02_clip_15
"[(1, 5), (6, 17), (18, 23), (24, 27), (28, 38), (39, 60), (61, 68), (69, 82), (83, 87), (88, 93), (94, 96), (97, 103), (104, 135), (136, 155), (156, 193), (194, 200)]",friends_s02e08_seg02_clip_16
"[(1, 18), (19, 21), (22, 28), (29, 44), (45, 50), (51, 66), (67, 74), (75, 84), (85, 90), (91, 101), (102, 114), (115, 122), (123, 130), (131, 154), (155, 158)]",friends_s02e08_seg02_clip_17
"[(1, 3), (4, 12), (13, 16), (17, 25), (26, 29), (30, 67), (68, 72), (73, 83), (84, 95), (96, 109), (110, 119), (120, 143), (144, 181), (182, 188)]",friends_s02e08_seg02_clip_18
"[(1, 14), (15, 20), (21, 43), (44, 60), (61, 85), (86, 95), (96, 109), (110, 150), (151, 155), (156, 163), (164, 174), (175, 182)]",friends_s02e08_seg02_clip_19
"[(1, 5), (6, 16), (17, 28), (29, 37), (38, 44), (45, 56), (57, 61), (62, 67), (68, 74), (75, 81), (82, 85), (86, 90), (91, 102), (103, 106), (107, 115), (116, 119), (120, 128), (129, 140), (141, 148), (149, 164), (165, 171), (172, 190), (191, 217), (218, 221), (222, 227), (228, 239), (240, 263)]",friends_s02e09_seg01_clip_00
"[(1, 11), (12, 20), (21, 38), (39, 55), (56, 82), (83, 88), (89, 101), (102, 108), (109, 118), (119, 123), (124, 142), (143, 150), (151, 160), (161, 166), (167, 188)]",friends_s02e09_seg02_clip_00
"[(1, 2), (3, 16), (17, 24), (25, 28), (29, 31), (32, 37), (38, 45), (46, 63), (64, 65), (66, 68), (69, 75), (76, 78), (79, 82), (83, 97), (98, 102), (103, 112), (113, 125), (126, 130), (131, 150), (151, 175), (176, 177), (178, 182)]",friends_s02e09_seg02_clip_01
"[(1, 12), (13, 19), (20, 49), (50, 54), (55, 72), (73, 79), (80, 98), (99, 117), (118, 121), (122, 127), (128, 143), (144, 151), (152, 163), (164, 170), (171, 180), (181, 188)]",friends_s02e09_seg02_clip_02
"[(1, 10), (11, 19), (20, 38), (39, 46), (47, 63), (64, 73), (74, 81), (82, 90), (91, 110), (111, 124), (125, 159), (160, 168), (169, 179)]",friends_s02e09_seg02_clip_03
"[(1, 12), (13, 23), (24, 32), (33, 66), (67, 76), (77, 85), (86, 154), (155, 161), (162, 166), (167, 178), (179, 182)]",friends_s02e09_seg02_clip_05
"[(1, 2), (3, 14), (15, 21), (22, 27), (28, 35), (36, 46), (47, 68), (69, 79), (80, 84), (85, 100), (101, 108), (109, 113), (114, 126), (127, 139), (140, 143), (144, 173), (174, 182)]",friends_s02e09_seg02_clip_06
"[(1, 9), (10, 13), (14, 20), (21, 35), (36, 61), (62, 89), (90, 103), (104, 176), (177, 181), (182, 189), (190, 194)]",friends_s02e09_seg02_clip_07
"[(1, 3), (4, 17), (18, 41), (42, 48), (49, 67), (68, 77), (78, 94), (95, 108), (109, 116), (117, 121), (122, 131), (132, 140), (141, 147), (148, 160), (161, 183), (184, 194)]",friends_s02e09_seg02_clip_09
"[(1, 8), (9, 18), (19, 25), (26, 37), (38, 53), (54, 59), (60, 80), (81, 85), (86, 94), (95, 109), (110, 114), (115, 121), (122, 123), (124, 132), (133, 145), (146, 167)]",friends_s02e09_seg02_clip_10
"[(1, 2), (3, 9), (10, 13), (14, 28), (29, 83), (84, 87), (88, 109), (110, 114), (115, 127), (128, 137), (138, 142), (143, 148), (149, 177), (178, 182)]",friends_s02e09_seg02_clip_11
"[(1, 4), (5, 21), (22, 32), (33, 57), (58, 66), (67, 71), (72, 79), (80, 88), (89, 101), (102, 118), (119, 124), (125, 130), (131, 161), (162, 171), (172, 179), (180, 202), (203, 209)]",friends_s02e09_seg02_clip_12
"[(1, 2), (3, 9), (10, 35), (36, 45), (46, 52), (53, 66), (67, 70), (71, 75), (76, 79), (80, 94), (95, 100), (101, 114), (115, 120), (121, 130), (131, 138), (139, 142), (143, 147), (148, 152), (153, 158)]",friends_s02e09_seg02_clip_13
"[(1, 8), (9, 23), (24, 27), (28, 87), (88, 108), (109, 123), (124, 151), (152, 165), (166, 177), (178, 179)]",friends_s02e09_seg02_clip_14
"[(1, 20), (21, 25), (26, 39), (40, 61), (62, 80), (81, 94), (95, 106), (107, 130), (131, 134), (135, 153), (154, 174), (175, 179)]",friends_s02e09_seg02_clip_15
"[(1, 13), (14, 25), (26, 39), (40, 41), (42, 47), (48, 95), (96, 121), (122, 132), (133, 145), (146, 169), (170, 188)]",friends_s02e09_seg02_clip_16
"[(1, 8), (9, 51), (52, 67), (68, 95), (96, 110), (111, 118), (119, 139), (140, 147), (148, 158), (159, 179)]",friends_s02e09_seg02_clip_17
"[(1, 16), (17, 24), (25, 54), (55, 66), (67, 83), (84, 97), (98, 103), (104, 108), (109, 120), (121, 128), (129, 132), (133, 141), (142, 154), (155, 157), (158, 169), (170, 185)]",friends_s02e10_seg02_clip_09
"[(1, 6), (7, 22), (23, 95), (96, 100), (101, 120), (121, 125), (126, 145), (146, 149), (150, 155), (156, 164), (165, 174), (175, 179)]",friends_s02e10_seg02_clip_10
"[(1, 21), (22, 39), (40, 59), (60, 86), (87, 94), (95, 98), (99, 113), (114, 127), (128, 137), (138, 148), (149, 157), (158, 174), (175, 188)]",friends_s02e10_seg02_clip_11
"[(1, 16), (17, 34), (35, 39), (40, 50), (51, 61), (62, 88), (89, 94), (95, 110), (111, 128), (129, 134), (135, 154), (155, 160), (161, 173)]",friends_s02e10_seg02_clip_12
"[(1, 5), (6, 18), (19, 31), (32, 39), (40, 48), (49, 92), (93, 116), (117, 143), (144, 165), (166, 174), (175, 188)]",friends_s02e10_seg02_clip_14
"[(1, 7), (8, 20), (21, 32), (33, 49), (50, 57), (58, 60), (61, 70), (71, 82), (83, 90), (91, 97), (98, 109), (110, 117), (118, 132), (133, 157), (158, 161), (162, 173)]",friends_s02e10_seg02_clip_15
"[(1, 9), (10, 23), (24, 26), (27, 30), (31, 34), (35, 42), (43, 46), (47, 52), (53, 58), (59, 66), (67, 71), (72, 79), (80, 100), (101, 106), (107, 114), (115, 127), (128, 143), (144, 152), (153, 156), (157, 161), (162, 174), (175, 182), (183, 188)]",friends_s02e10_seg02_clip_16
"[(1, 6), (7, 15), (16, 30), (31, 34), (35, 98), (99, 105), (106, 114), (115, 121), (122, 160), (161, 164), (165, 168), (169, 174), (175, 182)]",friends_s02e11_seg02_clip_13
"[(1, 2), (3, 13), (14, 28), (29, 39), (40, 42), (43, 59), (60, 66), (67, 71), (72, 79), (80, 87), (88, 105), (106, 125), (126, 139), (140, 142), (143, 152), (153, 179)]",friends_s02e11_seg02_clip_14
"[(1, 2), (3, 12), (13, 35), (36, 39), (40, 45), (46, 50), (51, 101), (102, 106), (107, 116), (117, 122), (123, 141), (142, 152), (153, 158), (159, 161), (162, 164), (165, 167), (168, 185)]",friends_s02e11_seg02_clip_15
"[(1, 2), (3, 7), (8, 13), (14, 20), (21, 24), (25, 41), (42, 61), (62, 65), (66, 71), (72, 102), (103, 122), (123, 127), (128, 142), (143, 152), (153, 167), (168, 175), (176, 182)]",friends_s02e11_seg02_clip_16
"[(1, 10), (11, 20), (21, 26), (27, 42), (43, 47), (48, 52), (53, 58), (59, 63), (64, 67), (68, 96), (97, 102), (103, 125), (126, 188), (189, 198), (199, 203), (204, 209), (210, 218)]",friends_s02e11_seg02_clip_17
"[(1, 7), (8, 26), (27, 38), (39, 49), (50, 54), (55, 61), (62, 74), (75, 91), (92, 95), (96, 100), (101, 108), (109, 133), (134, 143)]",friends_s02e11_seg02_clip_18
"[(1, 6), (7, 16), (17, 23), (24, 38), (39, 62), (63, 71), (72, 75), (76, 88), (89, 114), (115, 123), (124, 132), (133, 142), (143, 149), (150, 180), (181, 182)]",friends_s02e11_seg02_clip_19
"[(1, 4), (5, 10), (11, 16), (17, 28), (29, 45), (46, 66), (67, 72), (73, 85), (86, 103), (104, 114), (115, 136), (137, 183), (184, 191)]",friends_s02e11_seg02_clip_20
"[(1, 7), (8, 15), (16, 20), (21, 26), (27, 34), (35, 43), (44, 48), (49, 58), (59, 70), (71, 75), (76, 98), (99, 103), (104, 108), (109, 115), (116, 136), (137, 141), (142, 153), (154, 162), (163, 183), (184, 185)]",friends_s02e12-13_seg02_clip_06
"[(1, 6), (7, 24), (25, 29), (30, 34), (35, 56), (57, 67), (68, 75), (76, 82), (83, 98), (99, 120), (121, 127), (128, 136), (137, 149), (150, 154), (155, 169), (170, 182)]",friends_s02e12-13_seg02_clip_07
"[(1, 4), (5, 12), (13, 25), (26, 34), (35, 40), (41, 44), (45, 49), (50, 56), (57, 64), (65, 85), (86, 95), (96, 108), (109, 112), (113, 122), (123, 127), (128, 134), (135, 151), (152, 164), (165, 175), (176, 204), (205, 209)]",friends_s02e12-13_seg02_clip_08
"[(1, 21), (22, 49), (50, 66), (67, 73), (74, 79), (80, 84), (85, 90), (91, 120), (121, 144), (145, 152), (153, 158)]",friends_s02e12-13_seg02_clip_09
"[(1, 7), (8, 10), (11, 18), (19, 46), (47, 60), (61, 80), (81, 87), (88, 102), (103, 124), (125, 131), (132, 146), (147, 154), (155, 156), (157, 161), (162, 165), (166, 179)]",friends_s02e12-13_seg02_clip_10
"[(1, 3), (4, 40), (41, 49), (50, 56), (57, 61), (62, 68), (69, 74), (75, 92), (93, 115), (116, 123), (124, 129), (130, 138), (139, 143), (144, 149), (150, 154), (155, 158), (159, 171), (172, 182)]",friends_s02e12-13_seg02_clip_11
"[(1, 7), (8, 22), (23, 34), (35, 46), (47, 60), (61, 62), (63, 83), (84, 96), (97, 108), (109, 114), (115, 144), (145, 166), (167, 170), (171, 177), (178, 182)]",friends_s03e01_seg02_clip_15
"[(1, 2), (3, 7), (8, 15), (16, 53), (54, 62), (63, 96), (97, 109), (110, 138), (139, 151), (152, 166), (167, 171), (172, 176), (177, 185)]",friends_s03e01_seg02_clip_19
"[(1, 4), (5, 12), (13, 23), (24, 34), (35, 46), (47, 57), (58, 79), (80, 127), (128, 141), (142, 148), (149, 160), (161, 185)]",friends_s03e01_seg02_clip_20
"[(1, 2), (3, 4), (5, 9), (10, 20), (21, 24), (25, 34), (35, 80), (81, 91), (92, 100), (101, 150), (151, 161), (162, 176)]",friends_s03e01_seg02_clip_21
"[(1, 45), (46, 52), (53, 99), (100, 130), (131, 132), (133, 141), (142, 147), (148, 151), (152, 161), (162, 168), (169, 179), (180, 186), (187, 193), (194, 202), (203, 210), (211, 218), (219, 225), (226, 232), (233, 237), (238, 252), (253, 254), (255, 260), (261, 266)]",friends_s03e01_seg02_clip_22
"[(1, 46), (47, 51), (52, 78), (79, 96), (97, 100), (101, 110), (111, 119), (120, 129), (130, 142), (143, 146), (147, 153), (154, 163), (164, 176)]",friends_s03e02_seg02_clip_09
"[(1, 15), (16, 24), (25, 36), (37, 41), (42, 58), (59, 66), (67, 73), (74, 81), (82, 89), (90, 100), (101, 107), (108, 117), (118, 134), (135, 149), (150, 166), (167, 182)]",friends_s03e02_seg02_clip_10
"[(1, 3), (4, 10), (11, 16), (17, 19), (20, 23), (24, 29), (30, 38), (39, 48), (49, 57), (58, 63), (64, 107), (108, 121), (122, 128), (129, 147), (148, 159), (160, 161), (162, 167), (168, 175), (176, 180), (181, 185)]",friends_s03e02_seg02_clip_11
"[(1, 16), (17, 30), (31, 44), (45, 61), (62, 75), (76, 80), (81, 90), (91, 95), (96, 107), (108, 111), (112, 147), (148, 174), (175, 179), (180, 185)]",friends_s03e02_seg02_clip_12
"[(1, 2), (3, 12), (13, 25), (26, 27), (28, 63), (64, 79), (80, 97), (98, 102), (103, 115), (116, 121), (122, 132), (133, 148), (149, 152), (153, 185)]",friends_s03e02_seg02_clip_13
"[(1, 24), (25, 28), (29, 34), (35, 60), (61, 67), (68, 92), (93, 135), (136, 151), (152, 153), (154, 173)]",friends_s03e02_seg02_clip_14
"[(1, 4), (5, 29), (30, 97), (98, 105), (106, 111), (112, 156), (157, 159), (160, 175), (176, 182)]",friends_s03e02_seg02_clip_15
"[(1, 10), (11, 18), (19, 28), (29, 34), (35, 58), (59, 79), (80, 91), (92, 98), (99, 106), (107, 115), (116, 137), (138, 162), (163, 166), (167, 175), (176, 185)]",friends_s03e02_seg02_clip_16
"[(1, 3), (4, 28), (29, 36), (37, 60), (61, 72), (73, 105), (106, 112), (113, 121), (122, 143), (144, 152), (153, 159), (160, 167), (168, 172), (173, 182)]",friends_s03e02_seg02_clip_17
"[(1, 9), (10, 15), (16, 25), (26, 49), (50, 56), (57, 61), (62, 69), (70, 77), (78, 103), (104, 122), (123, 146), (147, 159), (160, 177), (178, 188)]",friends_s03e02_seg02_clip_18
"[(1, 4), (5, 7), (8, 10), (11, 19), (20, 52), (53, 60), (61, 67), (68, 69), (70, 72), (73, 82), (83, 106), (107, 118), (119, 124), (125, 136), (137, 147), (148, 152), (153, 177), (178, 179)]",friends_s03e02_seg02_clip_20
"[(1, 9), (10, 43), (44, 51), (52, 60), (61, 66), (67, 74), (75, 84), (85, 95), (96, 102), (103, 114), (115, 120), (121, 129), (130, 142), (143, 164), (165, 169), (170, 188)]",friends_s03e03_seg02_clip_00
"[(1, 12), (13, 20), (21, 76), (77, 80), (81, 84), (85, 92), (93, 109), (110, 120), (121, 128), (129, 140), (141, 142), (143, 147), (148, 161), (162, 166), (167, 178), (179, 182)]",friends_s03e03_seg02_clip_01
"[(1, 8), (9, 18), (19, 45), (46, 59), (60, 92), (93, 104), (105, 114), (115, 120), (121, 148), (149, 154), (155, 162), (163, 185)]",friends_s03e03_seg02_clip_02
"[(1, 22), (23, 24), (25, 29), (30, 41), (42, 64), (65, 91), (92, 127), (128, 150), (151, 157), (158, 160), (161, 169), (170, 176)]",friends_s03e03_seg02_clip_03
"[(1, 14), (15, 23), (24, 27), (28, 30), (31, 43), (44, 54), (55, 71), (72, 92), (93, 98), (99, 108), (109, 115), (116, 137), (138, 155), (156, 166), (167, 170), (171, 188)]",friends_s03e03_seg02_clip_04
"[(1, 25), (26, 29), (30, 35), (36, 40), (41, 63), (64, 82), (83, 90), (91, 105), (106, 121), (122, 135), (136, 139), (140, 168), (169, 173), (174, 177), (178, 182)]",friends_s03e03_seg02_clip_05
"[(1, 19), (20, 28), (29, 31), (32, 59), (60, 67), (68, 75), (76, 100), (101, 108), (109, 126), (127, 149), (150, 156), (157, 175), (176, 181), (182, 185)]",friends_s03e03_seg02_clip_07
"[(1, 9), (10, 41), (42, 49), (50, 57), (58, 77), (78, 86), (87, 111), (112, 114), (115, 129), (130, 144), (145, 173)]",friends_s03e03_seg02_clip_10
"[(1, 21), (22, 28), (29, 32), (33, 57), (58, 75), (76, 156), (157, 162), (163, 169), (170, 176), (177, 197)]",friends_s03e03_seg02_clip_11
"[(1, 21), (22, 48), (49, 58), (59, 74), (75, 86), (87, 94), (95, 132), (133, 166), (167, 174), (175, 176)]",friends_s03e03_seg02_clip_12
"[(1, 25), (26, 37), (38, 94), (95, 101), (102, 112), (113, 160), (161, 170), (171, 173)]",friends_s03e03_seg02_clip_13
"[(1, 5), (6, 13), (14, 18), (19, 30), (31, 37), (38, 53), (54, 77), (78, 87), (88, 99), (100, 106), (107, 119), (120, 132), (133, 151), (152, 157), (158, 176), (177, 185)]",friends_s03e03_seg02_clip_14
"[(1, 2), (3, 18), (19, 41), (42, 52), (53, 67), (68, 79), (80, 88), (89, 98), (99, 108), (109, 114), (115, 128), (129, 138), (139, 156), (157, 190), (191, 197)]",friends_s03e03_seg02_clip_15
"[(1, 7), (8, 20), (21, 25), (26, 43), (44, 49), (50, 56), (57, 67), (68, 94), (95, 108), (109, 140), (141, 147), (148, 154), (155, 164)]",friends_s03e03_seg02_clip_16
"[(1, 9), (10, 16), (17, 23), (24, 29), (30, 34), (35, 50), (51, 65), (66, 71), (72, 82), (83, 105), (106, 108), (109, 121), (122, 137), (138, 162), (163, 165), (166, 169), (170, 185), (186, 188)]",friends_s03e03_seg02_clip_17
"[(1, 6), (7, 11), (12, 15), (16, 28), (29, 37), (38, 43), (44, 62), (63, 78), (79, 85), (86, 90), (91, 95), (96, 103), (104, 137), (138, 146), (147, 155), (156, 168), (169, 181), (182, 188)]",friends_s03e03_seg02_clip_19
"[(1, 36), (37, 64), (65, 70), (71, 84), (85, 88), (89, 94), (95, 102), (103, 111), (112, 113), (114, 119), (120, 129), (130, 135), (136, 141), (142, 147), (148, 160), (161, 164), (165, 172), (173, 182), (183, 200), (201, 210), (211, 230), (231, 235), (236, 269), (270, 275), (276, 282), (283, 287), (288, 290)]",friends_s03e03_seg02_clip_20
"[(1, 12), (13, 17), (18, 32), (33, 39), (40, 64), (65, 69), (70, 76), (77, 87), (88, 93), (94, 101), (102, 112), (113, 122), (123, 145), (146, 161), (162, 176)]",friends_s03e04_seg02_clip_07
"[(1, 3), (4, 10), (11, 22), (23, 39), (40, 56), (57, 77), (78, 81), (82, 86), (87, 92), (93, 101), (102, 107), (108, 112), (113, 124), (125, 131), (132, 164), (165, 176), (177, 179)]",friends_s03e04_seg02_clip_08
"[(1, 4), (5, 18), (19, 42), (43, 47), (48, 55), (56, 66), (67, 79), (80, 102), (103, 118), (119, 135), (136, 169), (170, 182)]",friends_s03e04_seg02_clip_09
"[(1, 3), (4, 35), (36, 54), (55, 77), (78, 98), (99, 106), (107, 118), (119, 130), (131, 143), (144, 165), (166, 173)]",friends_s03e05_seg02_clip_11
"[(1, 15), (16, 21), (22, 43), (44, 56), (57, 66), (67, 70), (71, 88), (89, 91), (92, 95), (96, 136), (137, 143), (144, 152), (153, 160), (161, 164), (165, 173)]",friends_s03e05_seg02_clip_12
