scene_id,cand_id,scene_dur,speech_dur,silence_dur,n_silence_windows,n_visual_events,n_tokens,TTS_speech_dur,fits_silence,human_AD_text,gen_AD_text,human_AD_sim,quality_score,tvad_name,AD_start,AD_end
s651,C,2.8209999999999127,,,,5,9,3.6,,"Later on, Carol holds the baby between Ross and Susan.","Carol, Susan, and Ross admire the baby, all smiling.",0.761656641960144,0.761656641960144,friends_s01e23_seg02_clip_17,1125.72,1128.541
s651,D,2.8209999999999127,,,,5,10,4.0,,"Later on, Carol holds the baby between Ross and Susan.","Susan cradles the baby, with Ross and Carol nearby, smiling.",0.8274396657943726,0.8274396657943726,friends_s01e23_seg02_clip_17,1125.72,1128.541
s651,E,2.8209999999999127,,,,5,10,4.0,,"Later on, Carol holds the baby between Ross and Susan.","Ross, Susan, and Carol surround the baby, beaming with joy.",0.7807080149650574,0.7807080149650574,friends_s01e23_seg02_clip_17,1125.72,1128.541
s652,A,2.9010000000000673,,,,5,8,3.2,,"Monica, Phoebe, Rachel, Chandler, and Joey enter.",Joey kicks the baby while Ross holds it.,0.4166692793369293,0.4166692793369293,friends_s01e23_seg02_clip_17,1159.212,1162.113
s652,B,2.9010000000000673,,,,5,10,4.0,,"Monica, Phoebe, Rachel, Chandler, and Joey enter.",Rachel sits on the bed as Carol stands beside her.,0.2386748045682907,0.2386748045682907,friends_s01e23_seg02_clip_17,1159.212,1162.113
s652,C,2.9010000000000673,,,,5,9,3.6,,"Monica, Phoebe, Rachel, Chandler, and Joey enter.",Joey kicks the baby as Ross holds it firmly.,0.39937472343444824,0.39937472343444824,friends_s01e23_seg02_clip_17,1159.212,1162.113
s652,D,2.9010000000000673,,,,5,9,3.6,,"Monica, Phoebe, Rachel, Chandler, and Joey enter.",Ross holds the baby as Joey kicks it playfully.,0.39812952280044556,0.39812952280044556,friends_s01e23_seg02_clip_17,1159.212,1162.113
s652,E,2.9010000000000673,,,,5,7,2.8,,"Monica, Phoebe, Rachel, Chandler, and Joey enter.",Joey kicks the baby in Ross's arms.,0.41679874062538147,0.41679874062538147,friends_s01e23_seg02_clip_17,1159.212,1162.113
s653,A,1.8810000000000855,,,,5,9,3.6,,Ross holds Ben up to show him around.,Monica and Ross look at Susan holding a baby.,0.4015812277793884,0.4015812277793884,friends_s01e23_seg02_clip_17,1162.713,1164.594
s653,B,1.8810000000000855,,,,5,9,3.6,,Ross holds Ben up to show him around.,Susan walks towards Monica and Ross holding a baby.,0.3814009726047516,0.3814009726047516,friends_s01e23_seg02_clip_17,1162.713,1164.594
s653,C,1.8810000000000855,,,,5,9,3.6,,Ross holds Ben up to show him around.,Monica and Ross gaze at Susan holding the baby.,0.4323740303516388,0.4323740303516388,friends_s01e23_seg02_clip_17,1162.713,1164.594
s653,D,1.8810000000000855,,,,5,11,4.4,,Ross holds Ben up to show him around.,Susan approaches Monica and Ross with a baby in her arms.,0.3781639337539673,0.3781639337539673,friends_s01e23_seg02_clip_17,1162.713,1164.594
s653,E,1.8810000000000855,,,,5,10,4.0,,Ross holds Ben up to show him around.,"Monica, Ross, and Susan focus on the baby Susan holds.",0.3450794219970703,0.3450794219970703,friends_s01e23_seg02_clip_17,1162.713,1164.594
s654,A,2.040999999999997,,,,5,8,3.2,,Ross begrudgingly accepts his big hug.,"Ross hugs Joey, who gestures with his hands.",0.7389834523200989,0.7389834523200989,friends_s01e24_seg02_clip_05,374.273,376.314
s654,B,2.040999999999997,,,,5,9,3.6,,Ross begrudgingly accepts his big hug.,Joey gestures with his hands as Ross hugs him.,0.7344043254852295,0.7344043254852295,friends_s01e24_seg02_clip_05,374.273,376.314
s654,C,2.040999999999997,,,,5,7,2.8,,Ross begrudgingly accepts his big hug.,"Ross hugs Joey, who moves his hands.",0.712382435798645,0.712382435798645,friends_s01e24_seg02_clip_05,374.273,376.314
s654,D,2.040999999999997,,,,5,8,3.2,,Ross begrudgingly accepts his big hug.,Joey's hands move as Ross holds him close.,0.5271702408790588,0.5271702408790588,friends_s01e24_seg02_clip_05,374.273,376.314
s654,E,2.040999999999997,,,,5,8,3.2,,Ross begrudgingly accepts his big hug.,"Ross holds Joey, who gestures with his hands.",0.5751633644104004,0.5751633644104004,friends_s01e24_seg02_clip_05,374.273,376.314
s655,A,2.2590000000000146,,,,5,6,2.4,,"Later at the party, the group sits around the table.",Ross points at something behind Joey.,0.12697860598564148,0.12697860598564148,friends_s01e24_seg02_clip_05,383.394,385.653
s655,B,2.2590000000000146,,,,5,8,3.2,,"Later at the party, the group sits around the table.","Joey stands in front of Ross, who gestures.",0.0964646115899086,0.0964646115899086,friends_s01e24_seg02_clip_05,383.394,385.653
s655,C,2.2590000000000146,,,,5,6,2.4,,"Later at the party, the group sits around the table.","Chandler stands behind Ross, who points.",0.13350361585617065,0.13350361585617065,friends_s01e24_seg02_clip_05,383.394,385.653
s655,D,2.2590000000000146,,,,5,6,2.4,,"Later at the party, the group sits around the table.",Ross gestures to something behind Joey.,0.10782448947429657,0.10782448947429657,friends_s01e24_seg02_clip_05,383.394,385.653
s655,E,2.2590000000000146,,,,5,7,2.8,,"Later at the party, the group sits around the table.","Ross points at something, Joey stands nearby.",0.1763399988412857,0.1763399988412857,friends_s01e24_seg02_clip_05,383.394,385.653
s656,A,2.3999999999999773,,,,5,10,4.0,,"Melanie sits on Joey's lap, telling a story.",Ross points at the cityscape as Joey stands before him.,0.3477790057659149,0.3477790057659149,friends_s01e24_seg02_clip_05,386.353,388.753
s656,B,2.3999999999999773,,,,5,11,4.4,,"Melanie sits on Joey's lap, telling a story.","Joey stands in front of Ross, who gestures towards the city.",0.3553953766822815,0.3553953766822815,friends_s01e24_seg02_clip_05,386.353,388.753
s656,C,2.3999999999999773,,,,5,10,4.0,,"Melanie sits on Joey's lap, telling a story.",Chandler looks out at the cityscape behind Ross and Joey.,0.40053224563598633,0.40053224563598633,friends_s01e24_seg02_clip_05,386.353,388.753
s656,D,2.3999999999999773,,,,5,9,3.6,,"Melanie sits on Joey's lap, telling a story.",Ross gestures at the city as Joey stands nearby.,0.3531951606273651,0.3531951606273651,friends_s01e24_seg02_clip_05,386.353,388.753
s656,E,2.3999999999999773,,,,5,12,4.8,,"Melanie sits on Joey's lap, telling a story.","Joey stands in front of Ross, who points out at the city.",0.3903657793998718,0.3903657793998718,friends_s01e24_seg02_clip_05,386.353,388.753
s657,A,1.4600000000000364,,,,5,4,1.6,,They join the group on the couches.,Monica touches Joey's face.,0.12770292162895203,0.12770292162895203,friends_s01e24_seg02_clip_07,447.912,449.372
s657,B,1.4600000000000364,,,,5,5,2.0,,They join the group on the couches.,Joey stands with arms crossed.,0.12568987905979156,0.12568987905979156,friends_s01e24_seg02_clip_07,447.912,449.372
s657,C,1.4600000000000364,,,,5,5,2.0,,They join the group on the couches.,Monica reaches out to Joey.,0.15604941546916962,0.15604941546916962,friends_s01e24_seg02_clip_07,447.912,449.372
s657,D,1.4600000000000364,,,,5,5,2.0,,They join the group on the couches.,Joey stands firm against Monica.,0.08807464689016342,0.08807464689016342,friends_s01e24_seg02_clip_07,447.912,449.372
s657,E,1.4600000000000364,,,,5,5,2.0,,They join the group on the couches.,Monica touches his cheek gently.,0.0925934910774231,0.0925934910774231,friends_s01e24_seg02_clip_07,447.912,449.372
s658,A,2.4399999999999977,,,,5,9,3.6,,Chandler puts Ross' present on the top of the pile.,Rachel sits down next to Chandler on the couch.,0.47938838601112366,0.47938838601112366,friends_s01e24_seg02_clip_07,449.872,452.312
s658,B,2.4399999999999977,,,,5,11,4.4,,Chandler puts Ross' present on the top of the pile.,Chandler looks at Rachel as she joins him on the couch.,0.5028174519538879,0.5028174519538879,friends_s01e24_seg02_clip_07,449.872,452.312
s658,C,2.4399999999999977,,,,5,9,3.6,,Chandler puts Ross' present on the top of the pile.,Rachel takes a seat beside Chandler on the couch.,0.4612184762954712,0.4612184762954712,friends_s01e24_seg02_clip_07,449.872,452.312
s658,D,2.4399999999999977,,,,5,10,4.0,,Chandler puts Ross' present on the top of the pile.,Chandler glances at Rachel as she sits down beside him.,0.5228595733642578,0.5228595733642578,friends_s01e24_seg02_clip_07,449.872,452.312
s658,E,2.4399999999999977,,,,5,10,4.0,,Chandler puts Ross' present on the top of the pile.,"Rachel sits down next to Chandler, who's on the couch.",0.510979175567627,0.510979175567627,friends_s01e24_seg02_clip_07,449.872,452.312
s659,A,0.8009999999999877,,,,5,4,1.6,,Melanie beams.,Joey looks at Chandler.,0.2369542419910431,0.2369542419910431,friends_s01e24_seg02_clip_07,460.355,461.156
s659,B,0.8009999999999877,,,,5,5,2.0,,Melanie beams.,Rachel watches Joey and Chandler.,0.23315492272377014,0.23315492272377014,friends_s01e24_seg02_clip_07,460.355,461.156
s659,C,0.8009999999999877,,,,5,7,2.8,,Melanie beams.,Joey and Chandler glance at each other.,0.2489934116601944,0.2489934116601944,friends_s01e24_seg02_clip_07,460.355,461.156
s659,D,0.8009999999999877,,,,5,6,2.4,,Melanie beams.,Rachel stands behind Joey and Chandler.,0.21034982800483704,0.21034982800483704,friends_s01e24_seg02_clip_07,460.355,461.156
s659,E,0.8009999999999877,,,,5,5,2.0,,Melanie beams.,Joey and Chandler sit together.,0.15887655317783356,0.15887655317783356,friends_s01e24_seg02_clip_07,460.355,461.156
s660,A,3.020999999999958,,,,5,10,4.0,,"She hands it directly back to Chandler, who hugs it to his chest.","Rachel hands a box to Chandler, who looks at it.",0.595798671245575,0.595798671245575,friends_s01e24_seg02_clip_07,480.052,483.073
s660,B,3.020999999999958,,,,5,9,3.6,,"She hands it directly back to Chandler, who hugs it to his chest.",Chandler examines a box handed to him by Rachel.,0.5964544415473938,0.5964544415473938,friends_s01e24_seg02_clip_07,480.052,483.073
s660,C,3.020999999999958,,,,5,11,4.4,,"She hands it directly back to Chandler, who hugs it to his chest.","Rachel gives a box to Chandler, who looks at it again.",0.592831015586853,0.592831015586853,friends_s01e24_seg02_clip_07,480.052,483.073
s660,D,3.020999999999958,,,,5,13,5.2,,"She hands it directly back to Chandler, who hugs it to his chest.",Monica watches as Chandler looks at a box given to him by Rachel.,0.5203602313995361,0.5203602313995361,friends_s01e24_seg02_clip_07,480.052,483.073
s660,E,3.020999999999958,,,,5,9,3.6,,"She hands it directly back to Chandler, who hugs it to his chest.","Rachel hands a box to Chandler, who inspects it.",0.5948100090026855,0.5948100090026855,friends_s01e24_seg02_clip_07,480.052,483.073
s661,A,2.020999999999958,,,,5,7,2.8,,Rachel picks up Ross's gift and looks around.,"Chandler holds a book, looking at Joey.",0.46556356549263,0.46556356549263,friends_s01e24_seg02_clip_08,503.742,505.763
s661,B,2.020999999999958,,,,5,7,2.8,,Rachel picks up Ross's gift and looks around.,Joey gazes at Chandler holding a book.,0.4786125123500824,0.4786125123500824,friends_s01e24_seg02_clip_08,503.742,505.763
s661,C,2.020999999999958,,,,5,8,3.2,,Rachel picks up Ross's gift and looks around.,"Chandler and Joey sit, Chandler reading a book.",0.3337874412536621,0.3337874412536621,friends_s01e24_seg02_clip_08,503.742,505.763
s661,D,2.020999999999958,,,,5,7,2.8,,Rachel picks up Ross's gift and looks around.,Chandler looks at Joey with a book.,0.47802019119262695,0.47802019119262695,friends_s01e24_seg02_clip_08,503.742,505.763
s661,E,2.020999999999958,,,,5,6,2.4,,Rachel picks up Ross's gift and looks around.,Joey watches Chandler reading a book.,0.408602237701416,0.408602237701416,friends_s01e24_seg02_clip_08,503.742,505.763
s662,A,3.0610000000000355,,,,5,11,4.4,,Chandler covers his mouth as Rachel gazes off in thought.,Chandler holds a beer bottle while speaking to Joey and Rachel.,0.5732530951499939,0.5732530951499939,friends_s01e24_seg02_clip_09,597.433,600.494
s662,B,3.0610000000000355,,,,5,14,5.6,,Chandler covers his mouth as Rachel gazes off in thought.,Joey holds his head with his hands as Chandler speaks to him and Rachel.,0.6684345006942749,0.6684345006942749,friends_s01e24_seg02_clip_09,597.433,600.494
s662,C,3.0610000000000355,,,,5,12,4.8,,Chandler covers his mouth as Rachel gazes off in thought.,Rachel looks at Chandler as he holds a beer bottle and speaks.,0.6694541573524475,0.6694541573524475,friends_s01e24_seg02_clip_09,597.433,600.494
s662,D,3.0610000000000355,,,,5,12,4.8,,Chandler covers his mouth as Rachel gazes off in thought.,"Chandler and Joey interact on the couch, with Chandler holding a beer.",0.46338212490081787,0.46338212490081787,friends_s01e24_seg02_clip_09,597.433,600.494
s662,E,3.0610000000000355,,,,5,11,4.4,,Chandler covers his mouth as Rachel gazes off in thought.,"Chandler speaks while holding a beer, with Joey and Rachel nearby.",0.5696327090263367,0.5696327090263367,friends_s01e24_seg02_clip_09,597.433,600.494
s663,A,3.4820000000000846,,,,5,13,5.2,,"Phoebe crosses to Rachel, holding the photo of Ross in front of her face.","Rachel shows a photo to Monica, who looks at it with Chandler nearby.",0.6795056462287903,0.6795056462287903,friends_s01e24_seg02_clip_11,682.588,686.07
s663,B,3.4820000000000846,,,,5,14,5.6,,"Phoebe crosses to Rachel, holding the photo of Ross in front of her face.","Joey sits on the couch, watching Rachel show a photo to Monica and Chandler.",0.5172335505485535,0.5172335505485535,friends_s01e24_seg02_clip_11,682.588,686.07
s663,C,3.4820000000000846,,,,5,13,5.2,,"Phoebe crosses to Rachel, holding the photo of Ross in front of her face.","Monica looks at a photo with Rachel, while Joey and Phoebe stand nearby.",0.6749662756919861,0.6749662756919861,friends_s01e24_seg02_clip_11,682.588,686.07
s663,D,3.4820000000000846,,,,5,13,5.2,,"Phoebe crosses to Rachel, holding the photo of Ross in front of her face.","Rachel holds a photo, showing it to Monica, with Chandler and Julie observing.",0.6950041651725769,0.6950041651725769,friends_s01e24_seg02_clip_11,682.588,686.07
s663,E,3.4820000000000846,,,,5,16,6.4,,"Phoebe crosses to Rachel, holding the photo of Ross in front of her face.","Phoebe stands beside Joey on the couch, as Rachel shows a photo to Monica and Chandler.",0.6516856551170349,0.6516856551170349,friends_s01e24_seg02_clip_11,682.588,686.07
s664,A,0.9409999999999172,,,,5,5,2.0,,Rachel stares at her.,"Julie enters, Rachel shows photo.",0.5478184819221497,0.5478184819221497,friends_s01e24_seg02_clip_11,686.57,687.511
s664,B,0.9409999999999172,,,,5,5,2.0,,Rachel stares at her.,Rachel shows Monica a photo.,0.5640000700950623,0.5640000700950623,friends_s01e24_seg02_clip_11,686.57,687.511
s664,C,0.9409999999999172,,,,5,5,2.0,,Rachel stares at her.,Monica looks at Rachel's photo.,0.7124343514442444,0.7124343514442444,friends_s01e24_seg02_clip_11,686.57,687.511
s664,D,0.9409999999999172,,,,5,5,2.0,,Rachel stares at her.,"Rachel leaves, Julie enters room.",0.5229051113128662,0.5229051113128662,friends_s01e24_seg02_clip_11,686.57,687.511
s664,E,0.9409999999999172,,,,5,5,2.0,,Rachel stares at her.,Julie looks at Rachel's photo.,0.702417254447937,0.702417254447937,friends_s01e24_seg02_clip_11,686.57,687.511
s665,A,4.701000000000022,,,,5,13,5.2,,"Meanwhile at the airport, Ross is in line listening to Chinese language tapes on a Walkman.","Ross Geller stands at the airport, talking to a woman by the window.",0.508323073387146,0.508323073387146,friends_s01e24_seg02_clip_11,702.49,707.191
s665,B,4.701000000000022,,,,5,12,4.8,,"Meanwhile at the airport, Ross is in line listening to Chinese language tapes on a Walkman.","Ross Geller stands near a large airport window, gesturing to a woman.",0.45727741718292236,0.45727741718292236,friends_s01e24_seg02_clip_11,702.49,707.191
s665,C,4.701000000000022,,,,5,15,6.0,,"Meanwhile at the airport, Ross is in line listening to Chinese language tapes on a Walkman.","Ross Geller talks to a woman at the airport, with planes visible outside the window.",0.5350108742713928,0.5350108742713928,friends_s01e24_seg02_clip_11,702.49,707.191
s665,D,4.701000000000022,,,,5,15,6.0,,"Meanwhile at the airport, Ross is in line listening to Chinese language tapes on a Walkman.","Ross Geller converses with a woman near the airport window, looking out at the tarmac.",0.5164691209793091,0.5164691209793091,friends_s01e24_seg02_clip_11,702.49,707.191
s665,E,4.701000000000022,,,,5,17,6.8,,"Meanwhile at the airport, Ross is in line listening to Chinese language tapes on a Walkman.","Ross Geller discusses something with a woman at the airport, with planes and the tarmac visible outside.",0.5148522853851318,0.5148522853851318,friends_s01e24_seg02_clip_11,702.49,707.191
s666,A,2.159999999999968,,,,5,5,2.0,,The gate attendant approaches the wrong person.,Rachel looks at Ross intently.,0.0390152633190155,0.0390152633190155,friends_s01e24_seg02_clip_12,747.874,750.034
s666,B,2.159999999999968,,,,5,5,2.0,,The gate attendant approaches the wrong person.,Ross listens to Rachel's words.,0.048070717602968216,0.048070717602968216,friends_s01e24_seg02_clip_12,747.874,750.034
s666,C,2.159999999999968,,,,5,7,2.8,,The gate attendant approaches the wrong person.,Rachel and Ross gaze at each other.,0.08376315981149673,0.08376315981149673,friends_s01e24_seg02_clip_12,747.874,750.034
s666,D,2.159999999999968,,,,5,6,2.4,,The gate attendant approaches the wrong person.,Ross's eyes stay fixed on Rachel.,0.11011601984500885,0.11011601984500885,friends_s01e24_seg02_clip_12,747.874,750.034
s666,E,2.159999999999968,,,,5,6,2.4,,The gate attendant approaches the wrong person.,Rachel and Ross maintain eye contact.,0.07649452984333038,0.07649452984333038,friends_s01e24_seg02_clip_12,747.874,750.034
s667,A,1.3220000000000027,,,,5,4,1.6,,The man's wife glares at him.,Ross looks at Rachel.,0.21528317034244537,0.21528317034244537,friends_s01e24_seg02_clip_12,760.036,761.358
s667,B,1.3220000000000027,,,,5,6,2.4,,The man's wife glares at him.,Rachel and Ross face each other.,0.20229510962963104,0.20229510962963104,friends_s01e24_seg02_clip_12,760.036,761.358
s667,C,1.3220000000000027,,,,5,7,2.8,,The man's wife glares at him.,Ross and Rachel gaze at each other.,0.2689386010169983,0.2689386010169983,friends_s01e24_seg02_clip_12,760.036,761.358
s667,D,1.3220000000000027,,,,5,5,2.0,,The man's wife glares at him.,Rachel and Ross lock eyes.,0.13987566530704498,0.13987566530704498,friends_s01e24_seg02_clip_12,760.036,761.358
s667,E,1.3220000000000027,,,,5,7,2.8,,The man's wife glares at him.,Ross and Rachel stare at each other.,0.31267476081848145,0.31267476081848145,friends_s01e24_seg02_clip_12,760.036,761.358
s668,A,2.080000000000041,,,,5,6,2.4,,"Still clueless, Ross boards the plane.",Ross walks into the room calmly.,0.37267372012138367,0.37267372012138367,friends_s01e24_seg02_clip_12,769.3,771.38
s668,B,2.080000000000041,,,,5,6,2.4,,"Still clueless, Ross boards the plane.","Ross enters the room, looking around.",0.4130018353462219,0.4130018353462219,friends_s01e24_seg02_clip_12,769.3,771.38
s668,C,2.080000000000041,,,,5,6,2.4,,"Still clueless, Ross boards the plane.","Ross steps into the room, examining.",0.5035496950149536,0.5035496950149536,friends_s01e24_seg02_clip_12,769.3,771.38
s668,D,2.080000000000041,,,,5,6,2.4,,"Still clueless, Ross boards the plane.","Ross walks into the room, observing.",0.4093967080116272,0.4093967080116272,friends_s01e24_seg02_clip_12,769.3,771.38
s668,E,2.080000000000041,,,,5,7,2.8,,"Still clueless, Ross boards the plane.","Ross enters the room, taking a look.",0.49159497022628784,0.49159497022628784,friends_s01e24_seg02_clip_12,769.3,771.38
s669,A,1.2999999999999545,,,,5,7,2.8,,Joey pushes her away from him.,Joey and the woman kiss and laugh.,0.5714284777641296,0.5714284777641296,friends_s01e24_seg02_clip_13,799.322,800.622
s669,B,1.2999999999999545,,,,5,7,2.8,,Joey pushes her away from him.,The woman climbs on top of Joey.,0.420680433511734,0.420680433511734,friends_s01e24_seg02_clip_13,799.322,800.622
s669,C,1.2999999999999545,,,,5,7,2.8,,Joey pushes her away from him.,Joey and the woman share a laugh.,0.5699778199195862,0.5699778199195862,friends_s01e24_seg02_clip_13,799.322,800.622
s669,D,1.2999999999999545,,,,5,5,2.0,,Joey pushes her away from him.,They laugh together in bed.,0.1327587068080902,0.1327587068080902,friends_s01e24_seg02_clip_13,799.322,800.622
s669,E,1.2999999999999545,,,,5,7,2.8,,Joey pushes her away from him.,Joey and the woman kiss and giggle.,0.5387552380561829,0.5387552380561829,friends_s01e24_seg02_clip_13,799.322,800.622
s670,A,2.380999999999972,,,,5,5,2.0,,"Joey looks confused, but smiles through it.",Joey Tribbiani kisses the woman.,0.5038185119628906,0.5038185119628906,friends_s01e24_seg02_clip_13,846.405,848.786
s670,B,2.380999999999972,,,,5,9,3.6,,"Joey looks confused, but smiles through it.",Joey Tribbiani gazes at the woman before kissing her.,0.49844685196876526,0.49844685196876526,friends_s01e24_seg02_clip_13,846.405,848.786
s670,C,2.380999999999972,,,,5,9,3.6,,"Joey looks confused, but smiles through it.","Joey Tribbiani looks at the woman, then kisses her.",0.569103479385376,0.569103479385376,friends_s01e24_seg02_clip_13,846.405,848.786
s670,D,2.380999999999972,,,,5,9,3.6,,"Joey looks confused, but smiles through it.",Joey Tribbiani's eyes meet hers before he kisses her.,0.6026915311813354,0.6026915311813354,friends_s01e24_seg02_clip_13,846.405,848.786
s670,E,2.380999999999972,,,,5,9,3.6,,"Joey looks confused, but smiles through it.",Joey Tribbiani's lips touch hers in a romantic kiss.,0.4715054929256439,0.4715054929256439,friends_s01e24_seg02_clip_13,846.405,848.786
s671,A,2.9610000000000127,,,,5,7,2.8,,"Rachel looks to Phoebe for help, but Phoebe goes to the sink.","Rachel points at Monica, who walks away.",0.5255378484725952,0.5255378484725952,friends_s01e24_seg02_clip_16,938.466,941.427
s671,B,2.9610000000000127,,,,5,7,2.8,,"Rachel looks to Phoebe for help, but Phoebe goes to the sink.","Monica points at Rachel, then walks off.",0.5777897834777832,0.5777897834777832,friends_s01e24_seg02_clip_16,938.466,941.427
s671,C,2.9610000000000127,,,,5,8,3.2,,"Rachel looks to Phoebe for help, but Phoebe goes to the sink.","Rachel talks to Monica, who points and leaves.",0.565297544002533,0.565297544002533,friends_s01e24_seg02_clip_16,938.466,941.427
s671,D,2.9610000000000127,,,,5,7,2.8,,"Rachel looks to Phoebe for help, but Phoebe goes to the sink.",Monica walks away after pointing at Rachel.,0.4645346999168396,0.4645346999168396,friends_s01e24_seg02_clip_16,938.466,941.427
s671,E,2.9610000000000127,,,,5,8,3.2,,"Rachel looks to Phoebe for help, but Phoebe goes to the sink.","Rachel and Monica converse, with Monica walking off.",0.4619143605232239,0.4619143605232239,friends_s01e24_seg02_clip_16,938.466,941.427
s672,A,2.4009999999999536,,,,5,8,3.2,,Chandler eats breakfast in the kitchen as Joey enters.,"Rachel sits at the table, Phoebe stands nearby.,.",0.4300996959209442,0.4300996959209442,friends_s01e24_seg02_clip_16,944.567,946.968
s672,B,2.4009999999999536,,,,5,8,3.2,,Chandler eats breakfast in the kitchen as Joey enters.,"Joey enters the kitchen, Chandler looks at him.,.",0.8202977180480957,0.8202977180480957,friends_s01e24_seg02_clip_16,944.567,946.968
s672,C,2.4009999999999536,,,,5,7,2.8,,Chandler eats breakfast in the kitchen as Joey enters.,"Rachel and Phoebe converse, Joey walks in.,.",0.5687142610549927,0.5687142610549927,friends_s01e24_seg02_clip_16,944.567,946.968
s672,D,2.4009999999999536,,,,5,8,3.2,,Chandler eats breakfast in the kitchen as Joey enters.,"Chandler gazes at Joey, Rachel and Phoebe chat.,.",0.5589960813522339,0.5589960813522339,friends_s01e24_seg02_clip_16,944.567,946.968
s672,E,2.4009999999999536,,,,5,9,3.6,,Chandler eats breakfast in the kitchen as Joey enters.,"Joey walks into the kitchen, Rachel and Phoebe sit.",0.7190819978713989,0.7190819978713989,friends_s01e24_seg02_clip_16,944.567,946.968
s673,A,2.341000000000008,,,,5,8,3.2,,Monica reads Ross's itinerary at the table.,"Chandler points at Joey, then looks at him.",0.32335034012794495,0.32335034012794495,friends_s01e24_seg02_clip_17,1016.054,1018.395
s673,B,2.341000000000008,,,,5,8,3.2,,Monica reads Ross's itinerary at the table.,"Chandler talks to Joey, pointing at him repeatedly.",0.307357519865036,0.307357519865036,friends_s01e24_seg02_clip_17,1016.054,1018.395
s673,C,2.341000000000008,,,,5,7,2.8,,Monica reads Ross's itinerary at the table.,"Chandler Bing engages Joey in conversation, gesturing.",0.30939313769340515,0.30939313769340515,friends_s01e24_seg02_clip_17,1016.054,1018.395
s673,D,2.341000000000008,,,,5,9,3.6,,Monica reads Ross's itinerary at the table.,Joey reads a book as Chandler talks and gestures.,0.36643850803375244,0.36643850803375244,friends_s01e24_seg02_clip_17,1016.054,1018.395
s673,E,2.341000000000008,,,,5,9,3.6,,Monica reads Ross's itinerary at the table.,"Chandler and Joey interact, with Chandler pointing at him.",0.3084593713283539,0.3084593713283539,friends_s01e24_seg02_clip_17,1016.054,1018.395
s674,A,2.0009999999999764,,,,5,7,2.8,,Rachel wears a skirt that's longer in the back.,City lights twinkle in the night sky.,0.060301683843135834,0.060301683843135834,friends_s01e24_seg02_clip_17,1019.035,1021.036
s674,B,2.0009999999999764,,,,5,6,2.4,,Rachel wears a skirt that's longer in the back.,Lights and buildings illuminate the cityscape.,0.03862108290195465,0.03862108290195465,friends_s01e24_seg02_clip_17,1019.035,1021.036
s674,C,2.0009999999999764,,,,5,7,2.8,,Rachel wears a skirt that's longer in the back.,The city skyline shines brightly at night.,0.06707252562046051,0.06707252562046051,friends_s01e24_seg02_clip_17,1019.035,1021.036
s674,D,2.0009999999999764,,,,5,6,2.4,,Rachel wears a skirt that's longer in the back.,Nighttime lights reflect off city buildings.,0.035749148577451706,0.035749148577451706,friends_s01e24_seg02_clip_17,1019.035,1021.036
s674,E,2.0009999999999764,,,,5,6,2.4,,Rachel wears a skirt that's longer in the back.,The city's evening lights are showcased.,0.07484743744134903,0.07484743744134903,friends_s01e24_seg02_clip_17,1019.035,1021.036
s675,A,1.3999999999998636,,,,5,4,1.6,,Rachel gets wine from the fridge.,Monica reaches for something.,0.49953117966651917,0.49953117966651917,friends_s01e24_seg02_clip_18,1027.738,1029.138
s675,B,1.3999999999998636,,,,5,5,2.0,,Rachel gets wine from the fridge.,Rachel reads and sips coffee.,0.5655151605606079,0.5655151605606079,friends_s01e24_seg02_clip_18,1027.738,1029.138
s675,C,1.3999999999998636,,,,5,4,1.6,,Rachel gets wine from the fridge.,Monica looks at Rachel.,0.4993344247341156,0.4993344247341156,friends_s01e24_seg02_clip_18,1027.738,1029.138
s675,D,1.3999999999998636,,,,5,6,2.4,,Rachel gets wine from the fridge.,Monica takes something from the fridge.,0.6825532913208008,0.6825532913208008,friends_s01e24_seg02_clip_18,1027.738,1029.138
s675,E,1.3999999999998636,,,,5,6,2.4,,Rachel gets wine from the fridge.,Monica gets something from the fridge.,0.7193669676780701,0.7193669676780701,friends_s01e24_seg02_clip_18,1027.738,1029.138
s676,A,2.1200000000001182,,,,5,8,3.2,,Rachel crosses to the door to answer the buzzer.,"Monica walks away from Rachel, holding a bowl.",0.40436768531799316,0.40436768531799316,friends_s01e24_seg02_clip_18,1070.494,1072.614
s676,B,2.1200000000001182,,,,5,6,2.4,,Rachel crosses to the door to answer the buzzer.,Rachel turns around after Monica leaves.,0.5789493918418884,0.5789493918418884,friends_s01e24_seg02_clip_18,1070.494,1072.614
s676,C,2.1200000000001182,,,,5,8,3.2,,Rachel crosses to the door to answer the buzzer.,Monica holds a bowl while talking to Rachel.,0.47465723752975464,0.47465723752975464,friends_s01e24_seg02_clip_18,1070.494,1072.614
s676,D,2.1200000000001182,,,,5,7,2.8,,Rachel crosses to the door to answer the buzzer.,"Rachel turns around, as Monica walks away.",0.5188862085342407,0.5188862085342407,friends_s01e24_seg02_clip_18,1070.494,1072.614
s676,E,2.1200000000001182,,,,5,9,3.6,,Rachel crosses to the door to answer the buzzer.,"Monica walks off, holding a bowl, as Rachel turns.",0.4468289911746979,0.4468289911746979,friends_s01e24_seg02_clip_18,1070.494,1072.614
