anno_idx,end,end_,imdbid,start,start_,text_gen,text_gt
501,1213.211,1210.628,tt0583510,1210.628,1210.628,"1. Main characters: Rachel Green.
2. Actions: Rachel picks up her phone and walks away.
3. Character-character interactions: Rachel talks to Monica.
4. Key objects: phone.",Phoebe passes over Monica's wallet.
502,125.68,121.998,tt0583493,121.998,121.998,"1. Main characters: Rachel Green (red), Monica Geller (green).
2. Actions: In Shot 2, Rachel puts down the newspaper and Monica puts down the cup. In Shot 3, Monica puts down the cup and Rachel puts down the newspaper.
3. Character-character interactions: Monica and Rachel are interacting with each other.
4. Key objects: newspaper, cup.","At Monica and Rachel's, Marcel the monkey has a Chinese takeout box."
503,293.477,290.956,tt0583493,290.956,290.956,"1. Main characters: Rachel Green (green), Monica Geller (red), Dr. Ross Geller (blue).
2. Actions: The characters are standing in a room, with Monica and Rachel looking at Ross, who is speaking to them.
3. Character-character interactions: Monica and Rachel are looking at Ross, who is speaking to them.
4. Key objects: There are no key objects in this shot.","Chandler, Ross, and Joey eat at a pizza restaurant."
504,357.61,355.269,tt0583493,355.269,355.269,"1. Main characters: Dr. Ross Geller, Chandler Bing, Joey Tribbiani;
2. Actions: Dr. Ross Geller is drinking coffee, Chandler Bing is talking to Joey Tribbiani, Joey Tribbiani is talking to Chandler Bing;
3. Character-character interactions: Dr. Ross Geller is looking at Chandler Bing, Chandler Bing is looking at Joey Tribbiani, Joey Tribbiani is looking at Chandler Bing;
4. Key objects: coffee, pizza.","Now, Rachel watches television with Marcel."
505,407.616,404.736,tt0583493,404.736,404.736,"1. Main characters: Rachel Green;
2. Actions: Rachel picks up a book and walks towards the door, then opens the door and walks out. A dog runs out with her;
3. Character-character interactions: None;
4. Key objects: book, door, dog.","She carries the newspaper outside, leaving the door open."
506,409.017,408.037,tt0583493,408.037,408.037,"1. Main characters: Rachel Green;
2. Actions: Rachel Green picks up a book and walks out of the apartment, a cat runs out behind her;
3. Character-character interactions: None.",Marcel escapes.
507,412.259,409.557,tt0583493,409.557,409.557,"1. Main characters: Rachel Green;
2. Actions: Rachel picks up a book and walks out of the room, then she enters the apartment and looks at the TV;
3. Character-character interactions: Rachel looks at the TV;
4. Key objects: book, apartment, TV.","A man shoots a gun on TV, and Rachel rushes back in."
508,446.896,445.715,tt0583493,445.715,445.715,"1. Main characters: Monica Geller (red), Rachel Green (green).
2. Actions: Monica and Rachel are talking to each other.
3. Character-character interactions: Monica and Rachel are looking at each other.
4. Key objects: Monica is holding a white cloth.",Phoebe enters.
509,453.817,452.616,tt0583493,452.616,452.616,"1. Main characters: Phoebe Buffay.
2. Actions: Phoebe is talking and gesturing with her hands.
3. Character-character interactions: Phoebe is looking at someone off-camera.
4. Key objects: None.",She waves her hands around.
510,489.386,488.185,tt0583493,488.185,488.185,"1. Main characters: Chandler Bing (red), Joey Tribbiani (green);
2. Actions: Chandler is speaking and gesturing with his hands, while Joey is standing next to him and listening. Monica is entering the room and speaking to Chandler. Joey is also speaking to Chandler. Monica is holding a shirt and speaking to Chandler. Monica is throwing the shirt on the couch. Monica is speaking to Chandler. Monica is holding a shirt and speaking to Chandler. Monica is speaking to Chandler. Monica is holding a shirt and speaking to Chandler. Monica is speaking to Chandler. Monica is holding a shirt and speaking to Chandler. Monica is speaking to Chandler. Monica is holding a shirt and speaking to Chandler. Monica is speaking to Chandler. Monica is holding a shirt and speaking to Chandler. Monica is speaking to Chandler. Monica is holding a shirt and speaking to Chandler. Monica is speaking to Chandler. Monica is holding a shirt and speaking to Chandler. Monica is speaking to Chandler. Monica is holding a shirt and speaking to Chandler. Monica is speaking to Chandler. Monica is holding a shirt and speaking to Chandler. Monica is speaking to Chandler. Monica is holding a shirt and speaking to Chandler. Monica is speaking to Chandler. Monica is holding a shirt and speaking to Chandler. Monica is speaking to Chandler. Monica is holding a shirt and speaking to Chandler. Monica is speaking to Chandler. Monica is holding a shirt and speaking to Chandler. Monica is speaking to Chandler. Monica is holding a shirt and speaking to Chandler. Monica is speaking to Chandler. Monica is holding a shirt and speaking to Chandler. Monica is speaking to Chandler. Monica is holding a shirt and speaking to Chandler. Monica is speaking to Chandler. Monica is holding a shirt and speaking to Chandler. Monica is speaking to Chandler. Monica is holding a shirt and speaking to Chandler. Monica is speaking to Chandler. Monica is holding a shirt and speaking to Chandler. Monica is speaking to Chandler. Monica is holding a shirt and speaking to Chandler. Monica is speaking to Chandler. Monica is holding a shirt and speaking to Chandler. Monica is speaking to Chandler. Monica is holding a shirt and speaking to Chandler. Monica is speaking to Chandler. Monica is holding a shirt and speaking to Chandler. Monica is speaking to Chandler. Monica is holding a shirt and speaking to Chandler. Monica is speaking to Chandler. Monica is holding a shirt and speaking to Chandler. Monica is speaking to Chandler. Monica is holding a shirt and speaking to Chandler. Monica is speaking to Chandler. Monica is holding a shirt and speaking to Chandler. Monica",Rachel hits him with a pillow.
511,513.078,511.517,tt0583493,511.517,511.517,"1. Main characters: Phoebe Buffay (blue), Mr. Heckles (yellow);
2. Actions: Phoebe and Monica are walking down the hall, Phoebe is pointing at the elevator, Mr. Heckles is entering the elevator;
3. Character-character interactions: Phoebe is pointing at the elevator, Mr. Heckles is looking at Phoebe;
4. Key objects: elevator, Phoebe's finger.",Phoebe and Monica approach a door.
512,516.799,515.459,tt0583493,515.459,515.459,"1. Main characters: Phoebe Buffay (blue), Mr. Heckles (yellow).
2. Actions: Phoebe and Monica walk down the hall, Phoebe presses the elevator button, Mr. Heckles opens the elevator door, Phoebe and Monica enter the elevator.
3. Character-character interactions: Phoebe and Monica look at Mr. Heckles as he opens the elevator door.
4. Key objects: elevator, elevator button, elevator door.",A man answers in a bathrobe.
513,629.214,624.152,tt0583493,624.152,624.152,"1. Main characters: Rachel Green (red), Dr. Ross Geller (green);
2. Actions: In Shot 2, Rachel is talking to Ross, who is standing in front of her. In Shot 3, Ross is talking to Rachel, who is standing in front of him. Ross is also gesturing with his hands.
3. Character-character interactions: Rachel is looking at Ross, and Ross is looking at Rachel. They are both engaged in conversation.
4. Key objects: There are no specific objects mentioned in the shots.","Marcel eats a waffle on the balcony next to the window, as Ross and Rachel argue in the background."
514,851.258,849.296,tt0583493,849.296,849.296,"1. Main characters: Joey Tribbiani (red), Chandler Bing (green);
2. Actions: The two men are walking down a hallway. Joey is pointing at a door, and Chandler is looking at the door.
3. Character-character interactions: Chandler is looking at the door, while Joey is pointing at it.
4. Key objects: The door, which has a number on it.",Joey and Chandler sidle up to a door.
515,860.447,856.884,tt0583493,856.884,856.884,"1. Main characters: Joey Tribbiani, Chandler Bing.
2. Actions: Joey and Chandler knock on the door, a woman opens the door, and they both look inside.
3. Character-character interactions: The woman greets them and they both look inside.
4. Key objects: Door, doorknob, woman.",A gorgeous woman stands in the doorway in a cropped T-shirt and shorts.
516,1052.354,1050.933,tt0583493,1050.933,1050.933,"1. Main characters: Dr. Ross Geller (red circle);
2. Actions: Dr. Ross Geller is talking and gesturing with his hands;
3. Character-character interactions: Dr. Ross Geller is looking at the camera and speaking;
4. Key objects: There are no specific objects mentioned in the interaction.",He shoots her a withering look.
517,1077.78,1075.178,tt0583493,1075.178,1075.178,"1. Main characters: Dr. Ross Geller (green), Rachel Green (red), Joey Tribbiani (blue);
2. Actions: Dr. Ross Geller is talking to Rachel Green and Joey Tribbiani. Joey Tribbiani is carrying a box of donuts and walks away from the two people. Dr. Ross Geller is smoking a cigarette.
3. Character-character interactions: Dr. Ross Geller is talking to Rachel Green and Joey Tribbiani. Joey Tribbiani is carrying a box of donuts and walks away from the two people. Dr. Ross Geller is smoking a cigarette.",A man walks between them carrying a box of bananas.
518,1081.993,1080.893,tt0583493,1080.893,1080.893,"1. Main characters: Dr. Ross Geller, Joey Tribbiani, Phoebe Buffay, Monica Geller;
2. Actions: Dr. Ross Geller is carrying a box of pizza, Joey Tribbiani is carrying a box of pizza, Phoebe Buffay is carrying a box of pizza, Monica Geller is carrying a box of pizza, Dr. Ross Geller is walking, Joey Tribbiani is walking, Phoebe Buffay is walking, Monica Geller is walking;
3. Character-character interactions: Dr. Ross Geller is talking to Joey Tribbiani, Phoebe Buffay is talking to Monica Geller.",They chase after him.
519,1085.114,1082.534,tt0583493,1082.534,1082.534,"1. Main characters: Dr. Ross Geller, Joey Tribbiani, Phoebe Buffay, Monica Geller;
2. Actions: Dr. Ross Geller is carrying a box of bread, Joey Tribbiani is carrying a box of cereal, Phoebe Buffay is carrying a box of cookies, Monica Geller is carrying a box of crackers, and they are walking down the hallway;
3. Character-character interactions: Dr. Ross Geller is talking to Joey Tribbiani, Phoebe Buffay is talking to Monica Geller, and they are all looking at each other.","Later, the friends gather in a hallway with the box."
520,1140.581,1138.48,tt0583493,1138.48,1138.48,"1. Main characters: Dr. Ross Geller (red), Mr. Heckles (green), Joey Tribbiani (yellow), Chandler Bing (pink);
2. Actions: Dr. Ross Geller puts the cat in a cage, Mr. Heckles enters the room with a broom and a dustpan, Joey Tribbiani and Chandler Bing look at Mr. Heckles;
3. Character-character interactions: Dr. Ross Geller puts the cat in a cage, Mr. Heckles enters the room with a broom and a dustpan, Joey Tribbiani and Chandler Bing look at Mr. Heckles;
4. Key objects: cat, cage, broom, dustpan.","At the door, Luisa traps Marcel in a cage."
521,1185.903,1184.562,tt0583493,1184.562,1184.562,"1. Main characters: Dr. Ross Geller (blue), Rachel Green (green), Chandler Bing (red).
2. Actions: Dr. Ross Geller is talking to Rachel Green and Chandler Bing, who are both looking at him.
3. Character-character interactions: Dr. Ross Geller is looking at Rachel Green and Chandler Bing, who are both looking at him.
4. Key objects: There are no key objects in this shot.",Louisa inhales deeply.
522,1246.976,1245.856,tt0583493,1245.856,1245.856,"1. Main characters: Dr. Ross Geller (red), Rachel Green (green);
2. Actions: Dr. Ross Geller is holding a bottle of wine and a glass, and he is talking to Rachel Green. Rachel Green is sitting on a couch and is adjusting her hair.
3. Character-character interactions: Dr. Ross Geller is talking to Rachel Green, and Rachel Green is listening to him.
4. Key objects: a bottle of wine, a glass, and a couch.",He grabs two glasses.
523,1250.336,1249.516,tt0583493,1249.516,1249.516,"1. Main characters: Dr. Ross Geller (red), Rachel Green (green);
2. Actions: Dr. Ross Geller walks into the room and sits down next to Rachel Green, who is sitting on the couch. Dr. Ross Geller holds a bottle of wine and a glass.
3. Character-character interactions: Dr. Ross Geller talks to Rachel Green, who responds by smiling and nodding.
4. Key objects: bottle of wine, glass.",He dims the lights.
524,1284.338,1282.897,tt0583493,1282.897,1282.897,"1. Main characters: Rachel Green (red), Dr. Ross Geller (green);
2. Actions: Rachel and Ross are sitting on a couch, holding blue glasses. Ross is talking to Rachel, and Rachel is listening. They are both looking at each other and at the glasses in their hands. A bottle of wine is placed on the table in front of them.
3. Character-character interactions: Rachel and Ross are engaged in a conversation, with Ross speaking and Rachel listening. They are both looking at each other and at the glasses in their hands.
4. Key objects: blue glasses, bottle of wine.",And she rubs his knee.
525,101.047,99.346,tt0583602,99.346,99.346,"1. Main characters: Joey Tribbiani, Dr. Ross Geller, Chandler Bing, Monica Geller, Phoebe Buffay;
2. Actions: Joey Tribbiani is talking to the others, while Dr. Ross Geller is listening. Monica Geller is laughing, Chandler Bing is looking at Joey Tribbiani, and Phoebe Buffay is looking at Chandler Bing;
3. Character-character interactions: Joey Tribbiani is talking to the others, while Dr. Ross Geller is listening. Monica Geller is laughing, Chandler Bing is looking at Joey Tribbiani, and Phoebe Buffay is looking at Chandler Bing;
4. Environment: The scene is set in a coffee shop called Central Perk, with a large window and a sign that says ""Central Perk"" in the background. There are several people sitting at tables and chairs, and a couch with a coffee table in the middle of the room.",The friends hang out at Central Perk.
526,139.442,138.343,tt0583602,138.343,138.343,"1. Main characters: Phoebe Buffay (green), Chandler Bing (yellow).
2. Actions: Phoebe Buffay stands up and walks towards Chandler Bing, Chandler Bing looks at Phoebe Buffay.
3. Character-character interactions: Phoebe Buffay looks at Chandler Bing.
4. Key objects: None.",Phoebe hands him a phone.
527,147.485,144.944,tt0583602,144.944,144.944,"1. Main characters: Chandler Bing (blue).
2. Actions: Chandler is talking on the phone and then puts it down.
3. Character-character interactions: Chandler is talking to someone on the phone.
4. Key objects: phone.","Chandler dials the phone, then hurriedly hangs up."
528,190.861,189.521,tt0583602,189.521,189.521,"1. Main characters: Dr. Ross Geller, Joey Tribbiani, Chandler Bing;
2. Actions: Dr. Ross Geller is talking to Joey Tribbiani and Chandler Bing, while Joey Tribbiani is talking to Dr. Ross Geller and Chandler Bing. Chandler Bing is talking to Dr. Ross Geller and Joey Tribbiani. Phoebe Buffay is walking towards the group, and Rachel Green is standing up from the couch.
3. Character-character interactions: Dr. Ross Geller, Joey Tribbiani, and Chandler Bing are talking to each other. Phoebe Buffay is walking towards the group, and Rachel Green is standing up from the couch.",Rachel enters the coffee shop.
529,389.435,387.373,tt0583602,387.373,387.373,"1. Main characters: Dr. Ross Geller (red), Monica Geller (blue), Chandler Bing (green).
2. Actions: Dr. Ross Geller is talking to Monica Geller, who is sitting on a chair. Chandler Bing is standing and talking to them.
3. Character-character interactions: Dr. Ross Geller is looking at Monica Geller, who is looking at him. Chandler Bing is looking at Dr. Ross Geller.
4. Key objects: Dr. Ross Geller is holding a piece of paper.","At Barry's practice, he and Rachel dress."
530,435.892,434.671,tt0583602,434.671,434.671,"1. Main characters: Rachel Green (green), Barry (red).
2. Actions: In Shot 2, Rachel Green is adjusting her shirt, and Barry is standing behind her. In Shot 3, Barry is standing in front of Rachel Green, and Rachel Green is adjusting her shirt.
3. Character-character interactions: In Shot 3, Barry is standing in front of Rachel Green, and Rachel Green is adjusting her shirt.
4. Key objects: The key objects are Rachel Green's shirt and Barry's position.",Rachel feels at her shirt.
531,443.838,442.177,tt0583602,442.177,442.177,"1. Main characters: Barry (green), Rachel Green (red);
2. Actions: Barry is grabbing a pair of scissors and cutting Rachel's hair. Rachel is standing still while Barry is cutting her hair;
3. Character-character interactions: Barry is looking at Rachel's hair while cutting it. Rachel is looking at Barry;
4. Key objects: scissors.",He unhooks it from a cabinet hinge.
532,448.062,446.58,tt0583602,446.58,446.58,"1. Main characters: Barry (green), Rachel Green (red);
2. Actions: Barry is holding Rachel's neck and kissing her;
3. Character-character interactions: Barry is kissing Rachel;
4. Key objects: None.","He holds her head, and they kiss."
533,460.763,459.462,tt0583602,459.462,459.462,"1. Main characters: Rachel Green, Barry.
2. Actions: Rachel is being held by the neck, Barry is holding her, Rachel is screaming, Barry is looking at her, Barry is talking to her, Barry is holding her by the neck, Barry is talking to her, Barry is holding her by the neck, Barry is talking to her, Barry is holding her by the neck, Barry is talking to her, Barry is holding her by the neck, Barry is talking to her, Barry is holding her by the neck, Barry is talking to her, Barry is holding her by the neck, Barry is talking to her, Barry is holding her by the neck, Barry is talking to her, Barry is holding her by the neck, Barry is talking to her, Barry is holding her by the neck, Barry is talking to her, Barry is holding her by the neck, Barry is talking to her, Barry is holding her by the neck, Barry is talking to her, Barry is holding her by the neck, Barry is talking to her, Barry is holding her by the neck, Barry is talking to her, Barry is holding her by the neck, Barry is talking to her, Barry is holding her by the neck, Barry is talking to her, Barry is holding her by the neck, Barry is talking to her, Barry is holding her by the neck, Barry is talking to her, Barry is holding her by the neck, Barry is talking to her, Barry is holding her by the neck, Barry is talking to her, Barry is holding her by the neck, Barry is talking to her, Barry is holding her by the neck, Barry is talking to her, Barry is holding her by the neck, Barry is talking to her, Barry is holding her by the neck, Barry is talking to her, Barry is holding her by the neck, Barry is talking to her, Barry is holding her by the neck, Barry is talking to her, Barry is holding her by the neck, Barry is talking to her, Barry is holding her by the neck, Barry is talking to her, Barry is holding her by the neck, Barry is talking to her, Barry is holding her by the neck, Barry is talking to her, Barry is holding her by the neck, Barry is talking to her, Barry is holding her by the neck, Barry is talking to her, Barry is holding her by the neck, Barry is talking to her, Barry is holding her by the neck, Barry is talking to her, Barry is holding her by",The boy stares intently.
534,469.227,467.167,tt0583602,467.167,467.167,"1. Main characters: Rachel Green (green), Barry (red).
2. Actions: Barry is talking to Rachel, who is standing in front of him.
3. Character-character interactions: Barry is looking at Rachel, who is looking at him.",Rachel sneers at the kid on her way out.
535,483.737,482.175,tt0583602,482.175,482.175,"1. Main characters: Chandler Bing;
2. Actions: Chandler Bing enters the room and talks to the people sitting on the couch;
3. Character-character interactions: Chandler Bing talks to the people sitting on the couch;
4. Key objects: people sitting on the couch.",Chandler dials Monica's phone.
536,625.239,622.476,tt0583602,622.476,622.476,"1. Main characters: Chandler Bing (blue).
2. Actions: Chandler is laying on the couch, talking on the phone, and then rolling over.
3. Character-character interactions: Chandler is talking to someone on the phone.",Chandler sprawls across the couch as he leaps to the phone.
537,627.101,625.76,tt0583602,625.76,625.76,"1. Main characters: Chandler Bing (blue), Rachel Green (yellow);
2. Actions: Chandler Bing jumps on the couch, Rachel Green stands up and walks towards him;
3. Character-character interactions: Chandler Bing jumps on the couch, Rachel Green stands up and walks towards him;
4. Key objects: Couch.",Rachel picks up the other phone.
538,695.058,692.296,tt0583602,692.296,692.296,"1. Main characters: Chandler Bing (green), Monica Geller (blue);
2. Actions: Chandler Bing is sitting at a table with a plate of food and a bottle of wine, looking at his phone. Monica Geller enters the room and walks towards Chandler Bing, who then looks at her;
3. Character-character interactions: Chandler Bing looks at Monica Geller, Monica Geller walks towards Chandler Bing, Chandler Bing looks at his phone;
4. Key objects: plate of food, bottle of wine, phone.",Chandler sits with his chin in his hand regarding his phone.
539,697.08,695.699,tt0583602,695.699,695.699,"1. Main characters: Chandler Bing (red), Monica Geller (green);
2. Actions: Chandler Bing is sitting at the table with a plate of food in front of him. Monica Geller walks into the frame and starts talking to Chandler Bing. She then reaches for the plate of food and starts to eat it;
3. Character-character interactions: Monica Geller is talking to Chandler Bing while he is sitting at the table. She reaches for the plate of food and starts to eat it.",Monica sneaks up behind him.
540,700.823,699.602,tt0583602,699.602,699.602,"1. Main characters: Chandler Bing (red), Monica Geller (green);
2. Actions: Monica walks into the room and sees Chandler sitting at the table with his phone. She then walks over to him and takes his phone away from him;
3. Character-character interactions: Monica is angry and Chandler is surprised.",Chandler jumps for the phone.
541,702.704,701.263,tt0583602,701.263,701.263,"1. Main characters: Chandler Bing (red), Monica Geller (green);
2. Actions: Chandler is sitting at the table, eating a hot dog and talking on the phone. Monica enters the room and starts talking to Chandler. Chandler looks at Monica and then looks at the phone again. Monica walks away.
3. Character-character interactions: Chandler looks at Monica and then looks at the phone again. Monica walks away.
4. Key objects: hot dog, phone.",Monica smiles at her prank.
542,708.268,707.507,tt0583602,707.507,707.507,"1. Main characters: Monica Geller (red), Chandler Bing (green);
2. Actions: Monica walks into the room, Chandler looks at her, Chandler stands up, Chandler walks out of the room;
3. Character-character interactions: Monica looks at Chandler, Chandler looks at Monica;
4. Key objects: Monica walks into the room, Chandler walks out of the room.",Joey rushes in.
543,716.997,715.736,tt0583602,715.736,715.736,"1. Main characters: Chandler Bing (blue), Rachel Green (green).
2. Actions: Chandler is sitting at the table, talking, and pointing. Rachel is standing and walking towards him.
3. Character-character interactions: Chandler is talking to Rachel, who is approaching him.
4. Key objects: The table, chairs, and a bottle on the table.",Rachel walks across the room.
544,737.319,736.299,tt0583602,736.299,736.299,"1. Main characters: Monica Geller (blue), Rachel Green (red), Joey Tribbiani (green);
2. Actions: Monica and Rachel are talking to each other, while Joey is standing behind them, watching them. Monica is looking down and then back up at Rachel.
3. Character-character interactions: Monica and Rachel are talking to each other, while Joey is watching them. Monica is looking down and then back up at Rachel.
4. Key objects: There are no specific objects mentioned in the interaction between the characters.",Rachel puts on her coat.
545,745.613,744.173,tt0583602,744.173,744.173,"1. Main characters: Rachel Green, Monica Geller, Joey Tribbiani;
2. Actions: Rachel is talking to Monica, while Joey is standing next to them. Monica is looking at Rachel and Joey, while Rachel is looking at Monica. Joey is looking at Monica and Rachel, while Monica is looking at Joey. Monica is looking at Rachel and Joey, while Rachel is looking at Monica. Monica is looking at Rachel and Joey, while Joey is looking at Monica. Monica is looking at Rachel and Joey, while Rachel is looking at Monica. Monica is looking at Rachel and Joey, while Joey is looking at Monica. Monica is looking at Rachel and Joey, while Rachel is looking at Monica. Monica is looking at Rachel and Joey, while Joey is looking at Monica. Monica is looking at Rachel and Joey, while Rachel is looking at Monica. Monica is looking at Rachel and Joey, while Joey is looking at Monica. Monica is looking at Rachel and Joey, while Rachel is looking at Monica. Monica is looking at Rachel and Joey, while Joey is looking at Monica. Monica is looking at Rachel and Joey, while Rachel is looking at Monica. Monica is looking at Rachel and Joey, while Joey is looking at Monica. Monica is looking at Rachel and Joey, while Rachel is looking at Monica. Monica is looking at Rachel and Joey, while Joey is looking at Monica. Monica is looking at Rachel and Joey, while Rachel is looking at Monica. Monica is looking at Rachel and Joey, while Joey is looking at Monica. Monica is looking at Rachel and Joey, while Rachel is looking at Monica. Monica is looking at Rachel and Joey, while Joey is looking at Monica. Monica is looking at Rachel and Joey, while Rachel is looking at Monica. Monica is looking at Rachel and Joey, while Joey is looking at Monica. Monica is looking at Rachel and Joey, while Rachel is looking at Monica. Monica is looking at Rachel and Joey, while Joey is looking at Monica. Monica is looking at Rachel and Joey, while Rachel is looking at Monica. Monica is looking at Rachel and Joey, while Joey is looking at Monica. Monica is looking at Rachel and Joey, while Rachel is looking at Monica. Monica is looking at Rachel and Joey, while Joey is looking at Monica. Monica is looking at Rachel and Joey, while Rachel is looking at Monica. Monica is looking at Rachel and Joey, while Joey is looking at Monica. Monica is looking at Rachel and Joey, while Rachel is looking at Monica. Monica is looking at Rachel and Joey, while Joey",Monica smacks Joey's arm.
546,776.548,774.007,tt0583602,774.007,774.007,"1. Main characters: 'man', 'woman';
2. Actions: 'man sits on chair, woman stands up, man talks on phone, woman puts hand on table, man puts phone to ear, man talks on phone';
3. Character-character interactions: 'man talks on phone, woman puts hand on table'.",He climbs on furniture to reach the phone.
547,780.892,777.189,tt0583602,777.189,777.189,"1. Main characters: 'Chandler Bing';
2. Actions: 'Chandler Bing sits on the table and talks on the phone while his friend sits on the chair next to him';
3. Character-character interactions: 'Chandler Bing talks on the phone while his friend watches him'.",He sits on a chair back and Monica puts a cloth under his feet on the seat.
548,806.232,805.091,tt0583602,805.091,805.091,"1. Main characters: Chandler Bing (red circle).
2. Actions: Chandler is sitting on a chair and talking. He then stands up and starts dancing.
3. Character-character interactions: Chandler is talking to Monica (blue circle) who is sitting at the table.
4. Key objects: The table, chairs, and a bottle on the table.",He leaps up and dances.
549,814.574,813.473,tt0583602,813.473,813.473,"1. Main characters: Monica Geller (blue), Chandler Bing (red).
2. Actions: Chandler stands up and runs out of the room, Monica looks at him and then stands up.
3. Character-character interactions: Chandler and Monica look at each other.
4. Key objects: Monica is sitting at the table with a plate of food.",He dances off.
550,817.795,815.374,tt0583602,815.374,815.374,"1. Main characters: Monica Geller (red), Chandler Bing (green), Rachel Green (blue), Mindy (yellow);
2. Actions: Monica is sitting at the table, Chandler is running away from the table, Rachel is standing at the bar, Mindy is standing at the bar;
3. Character-character interactions: Monica looks at Chandler, Chandler runs away from Monica, Rachel looks at Mindy;
4. Key objects: table, chairs, refrigerator, coffee cups, Mindy's coat.",Mindy enters Central Perk while Rachel works.
551,824.317,822.696,tt0583602,822.696,822.696,"1. Main characters: Rachel Green (red), Mindy (green);
2. Actions: Rachel walks towards Mindy, Mindy turns around, Rachel talks to Mindy, Mindy talks to Rachel;
3. Character-character interactions: Rachel and Mindy look at each other, Rachel talks to Mindy, Mindy talks to Rachel;
4. Key objects: Rachel holds a napkin.","Smiling, Mindy walks to Rachel."
552,840.19,834.327,tt0583602,834.327,834.327,"1. Main characters: Rachel Green (red), Mindy (green).
2. Actions: Rachel and Mindy are talking to each other. Rachel is holding a cup of coffee and Mindy is holding a jacket.
3. Character-character interactions: Rachel and Mindy are looking at each other while talking.
4. Key objects: coffee cup, jacket.","They slowly walk to the furniture, sit down, and smile weakly at each other."
553,946.577,944.676,tt0583602,944.676,944.676,"1. Main characters: Rachel Green (red), Mindy (green);
2. Actions: Rachel talks to Mindy, Mindy nods and smiles;
3. Character-character interactions: Rachel talks to Mindy, Mindy looks at Rachel;
4. Key objects: None.","Rachel bites her lip, fighting a smile."
554,958.299,956.318,tt0583602,956.318,956.318,"1. Main characters: Mindy (red), Rachel Green (green).
2. Actions: Mindy is talking to Rachel, who is listening and then starts talking to Mindy.
3. Character-character interactions: Mindy is looking at Rachel, and Rachel is looking at Mindy.
4. Key objects: There are no key objects in this scene.",Rachel holds her wrist to Mindy's nose.
555,970.708,970.068,tt0583602,970.068,970.068,"1. Main characters: Rachel Green (red), Mindy (green);
2. Actions: Mindy hugs Rachel Green, who looks surprised;
3. Character-character interactions: Mindy hugs Rachel Green, who looks surprised;
4. Key objects: Mindy's arms, Rachel Green's shoulders.",They embrace.
556,973.851,973.011,tt0583602,973.011,973.011,"1. Main characters: Rachel Green (red), Mindy (green);
2. Actions: Mindy hugs Rachel Green, who sits on the couch. A man in a gray coat walks in and looks at them;
3. Character-character interactions: Mindy hugs Rachel Green, who sits on the couch. A man in a gray coat walks in and looks at them.",Joey walks in.
557,977.134,974.532,tt0583602,974.532,974.532,"1. Main characters: Rachel Green (red), Mindy (green);
2. Actions: Mindy hugs Rachel Green, then walks away;
3. Character-character interactions: Mindy hugs Rachel Green, then walks away;
4. Key objects: Mindy's hands, Rachel Green's body.",He eyes them with a smirk and nods approvingly.
558,987.915,986.035,tt0583602,986.035,986.035,"1. Main characters: Joey Tribbiani;
2. Actions: Joey is standing in a room with a red circle on his face. He is looking at two women who are hugging each other. In the background, there are other people sitting and standing around a table.
3. Character-character interactions: Joey is looking at the two women who are hugging each other.","At Monica's, Ross does a crossword."
559,995.417,994.076,tt0583602,994.076,994.076,"1. Main characters: Phoebe Buffay, Dr. Ross Geller.
2. Actions: Phoebe Buffay is reading a newspaper, Dr. Ross Geller is eating a banana.
3. Character-character interactions: Phoebe Buffay is looking at Dr. Ross Geller.",Chandler stares at the phone.
560,1027.994,1025.532,tt0583602,1025.532,1025.532,"1. Main characters: Joey Tribbiani, Monica Geller, Phoebe Buffay, Dr. Ross Geller.
2. Actions: Joey Tribbiani is talking on the phone, Monica Geller is eating, Phoebe Buffay is talking, Dr. Ross Geller is talking.
3. Character-character interactions: Joey Tribbiani is talking to Monica Geller, Phoebe Buffay is talking to Dr. Ross Geller.",Joey dials Monica's phone and puts it to his ear.
561,1072.148,1070.547,tt0583602,1070.547,1070.547,"1. Main characters: Monica Geller (blue), Chandler Bing (green).
2. Actions: Monica is talking to Chandler, who is holding a phone to his ear.
3. Character-character interactions: Monica is looking at Chandler, who is looking at her.
4. Key objects: phone.",Chandler and Monica look at each other.
