,anno_idx,end,imdbid,start,text_gen,text_gt,gt_action,action_score_breakdown,action_score
3814,762,408.3,tt0583539,405.2,"Ross and Julie engage in conversation, with Chandler holding a cup in the background.","Chandler gives a dark look, then a sarcastic smile.","['He gives a dark look.', 'He gives a sarcastic smile.']","[0.32437722682952885, 0.30037760734558105]",0.31237741708755495
3815,763,417.546,tt0583539,415.306,Chandler holds a cup of coffee with Ross.,He scowls and turns back to his magazine.,"['He scowls.', 'He turns back to his magazine.']","[0.24889881610870362, 0.25657024383544924]",0.25273452997207646
3816,763,417.546,tt0583539,415.306,Ross drinks from the cup while Chandler talks.,He scowls and turns back to his magazine.,"['He scowls.', 'He turns back to his magazine.']","[0.26465117931365967, 0.2867742538452149]",0.2757127165794373
3817,763,417.546,tt0583539,415.306,"Julie walks towards the couch, passing by the pair.",He scowls and turns back to his magazine.,"['He scowls.', 'He turns back to his magazine.']","[0.2987402677536011, 0.3162019491195679]",0.3074711084365845
3818,763,417.546,tt0583539,415.306,Chandler holds a cup of coffee as Ross sips.,He scowls and turns back to his magazine.,"['He scowls.', 'He turns back to his magazine.']","[0.3364886522293091, 0.3322828531265259]",0.3343857526779175
3819,763,417.546,tt0583539,415.306,Ross drinks coffee as Chandler talks beside him.,He scowls and turns back to his magazine.,"['He scowls.', 'He turns back to his magazine.']","[0.27615201473236084, 0.2941063165664673]",0.28512916564941404
3820,764,419.927,tt0583539,418.307,Chandler looks at Ross as Julie approaches.,"Later, Julie puts on a jacket.",['She puts on a jacket.'],[0.41411681175231935],0.41411681175231935
3821,764,419.927,tt0583539,418.307,Ross sips coffee as Julie walks by.,"Later, Julie puts on a jacket.",['She puts on a jacket.'],[0.4290657997131348],0.4290657997131348
3822,764,419.927,tt0583539,418.307,Julie heads towards Ross while he drinks coffee.,"Later, Julie puts on a jacket.",['She puts on a jacket.'],[0.3570544004440308],0.3570544004440308
3823,764,419.927,tt0583539,418.307,Chandler and Ross gaze at each other.,"Later, Julie puts on a jacket.",['She puts on a jacket.'],[0.21842103004455568],0.21842103004455568
3824,764,419.927,tt0583539,418.307,Ross focuses on his coffee as Julie passes by.,"Later, Julie puts on a jacket.",['She puts on a jacket.'],[0.42266554832458497],0.42266554832458497
3825,765,429.768,tt0583539,426.868,"Ross lies on the couch, conversing with someone.",Ross spreads out on a couch as Rachel busts his table.,"['He spreads out on a couch.', 'She busts his table.']","[0.5360674381256104, 0.2841545104980469]",0.41011097431182864
3826,765,429.768,tt0583539,426.868,Ross talks to someone while reclining on the couch.,Ross spreads out on a couch as Rachel busts his table.,"['He spreads out on a couch.', 'She busts his table.']","[0.5677197933197021, 0.2930641174316406]",0.4303919553756714
3827,765,429.768,tt0583539,426.868,"Ross is seated on the couch, engaged in conversation.",Ross spreads out on a couch as Rachel busts his table.,"['He spreads out on a couch.', 'She busts his table.']","[0.4845188140869141, 0.2774898290634155]",0.38100432157516484
3828,765,429.768,tt0583539,426.868,Someone listens as Ross talks on the couch.,Ross spreads out on a couch as Rachel busts his table.,"['He spreads out on a couch.', 'She busts his table.']","[0.4954527854919434, 0.3151876449584961]",0.40532021522521977
3829,765,429.768,tt0583539,426.868,Ross chats with someone while lounging on the couch.,Ross spreads out on a couch as Rachel busts his table.,"['He spreads out on a couch.', 'She busts his table.']","[0.5583220481872558, 0.2986268758773804]",0.4284744620323181
3830,766,433.029,tt0583539,430.529,Ross lies on the couch as a woman holds a pillow.,"As she clears a plate, he playfully kicks her butt.","['She clears a plate.', 'He playfully kicks her butt.']","[0.32388734817504883, 0.3345647811889649]",0.3292260646820069
3831,766,433.029,tt0583539,430.529,The woman puts a pillow on the couch next to Ross.,"As she clears a plate, he playfully kicks her butt.","['She clears a plate.', 'He playfully kicks her butt.']","[0.33434920310974126, 0.3248102426528931]",0.3295797228813172
3832,766,433.029,tt0583539,430.529,Ross is lying down as the woman places a pillow beside him.,"As she clears a plate, he playfully kicks her butt.","['She clears a plate.', 'He playfully kicks her butt.']","[0.36847450733184817, 0.3896848201751709]",0.37907966375350954
3833,766,433.029,tt0583539,430.529,The woman holds a pillow and sets it on the couch near Ross.,"As she clears a plate, he playfully kicks her butt.","['She clears a plate.', 'He playfully kicks her butt.']","[0.3423955917358399, 0.32975296974182133]",0.3360742807388306
3834,766,433.029,tt0583539,430.529,Ross reclines on the couch as the woman sets a pillow down beside him.,"As she clears a plate, he playfully kicks her butt.","['She clears a plate.', 'He playfully kicks her butt.']","[0.3762122631072998, 0.39053235054016117]",0.38337230682373047
3835,767,440.37,tt0583539,439.63,Rachel cleans the table.,She starts off.,['She starts off.'],[0.2982984781265259],0.2982984781265259
3836,767,440.37,tt0583539,439.63,Rachel turns and walks away.,She starts off.,['She starts off.'],[0.46748104095458987],0.46748104095458987
3837,767,440.37,tt0583539,439.63,Rachel smiles and turns away.,She starts off.,['She starts off.'],[0.4299811840057373],0.4299811840057373
3838,767,440.37,tt0583539,439.63,"Rachel cleans, then walks.",She starts off.,['She starts off.'],[0.4735126495361328],0.4735126495361328
3839,767,440.37,tt0583539,439.63,Rachel walks away smiling.,She starts off.,['She starts off.'],[0.4289772987365723],0.4289772987365723
3840,768,535.556,tt0583539,534.896,Ross looks at Rachel.,He perks up.,['He perks up.'],[0.3033563852310181],0.3033563852310181
3841,768,535.556,tt0583539,534.896,Rachel looks back.,He perks up.,['He perks up.'],[0.29677016735076905],0.29677016735076905
3842,768,535.556,tt0583539,534.896,Ross gazes at her.,He perks up.,['He perks up.'],[0.32738952636718754],0.32738952636718754
3843,768,535.556,tt0583539,534.896,She meets his eyes.,He perks up.,['He perks up.'],[0.36027202606201175],0.36027202606201175
3844,768,535.556,tt0583539,534.896,He focuses on her.,He perks up.,['He perks up.'],[0.4394129753112793],0.4394129753112793
3845,769,585.474,tt0583539,582.978,"Rachel points at Ross, who looks at her.","Stunned, he sits back, lifting his brows.","['He sits back.', 'He lifts his brows.']","[0.3287972927093506, 0.3931312084197998]",0.3609642505645752
3846,769,585.474,tt0583539,582.978,"Ross listens to Rachel, gazing at her.","Stunned, he sits back, lifting his brows.","['He sits back.', 'He lifts his brows.']","[0.3440975904464722, 0.3931585788726807]",0.3686280846595764
3847,769,585.474,tt0583539,582.978,"Rachel gestures at Ross, sitting nearby.","Stunned, he sits back, lifting his brows.","['He sits back.', 'He lifts his brows.']","[0.5778651237487793, 0.31624865531921387]",0.4470568895339966
3848,769,585.474,tt0583539,582.978,"Ross faces Rachel, focused on her words.","Stunned, he sits back, lifting his brows.","['He sits back.', 'He lifts his brows.']","[0.30671401023864747, 0.3416574716567993]",0.3241857409477234
3849,769,585.474,tt0583539,582.978,"Rachel talks to Ross, who looks at her calmly.","Stunned, he sits back, lifting his brows.","['He sits back.', 'He lifts his brows.']","[0.35905678272247316, 0.3846198558807373]",0.37183831930160527
3850,770,590.306,tt0583539,586.179,Ross looks at Rachel as she walks away from him.,"Rachel pats his back, then struts off, swinging a towel over her shoulder.","['He pats his back.', 'He struts off.', 'He swings a towel over her shoulder.']","[0.36974563598632815, 0.4763660907745362, 0.40714492797851565]",0.41775221824645997
3851,770,590.306,tt0583539,586.179,"Rachel walks away from Ross, who sits at a table.","Rachel pats his back, then struts off, swinging a towel over her shoulder.","['He pats his back.', 'He struts off.', 'He swings a towel over her shoulder.']","[0.32013251781463625, 0.38792142868041996, 0.3019554138183594]",0.3366697867711385
3852,770,590.306,tt0583539,586.179,"Ross sits at a table, gazing at Rachel as she exits.","Rachel pats his back, then struts off, swinging a towel over her shoulder.","['He pats his back.', 'He struts off.', 'He swings a towel over her shoulder.']","[0.30805034637451173, 0.4328033447265625, 0.36851503849029543]",0.3697895765304566
3853,770,590.306,tt0583539,586.179,"Rachel leaves Ross, who remains seated at a table.","Rachel pats his back, then struts off, swinging a towel over her shoulder.","['He pats his back.', 'He struts off.', 'He swings a towel over her shoulder.']","[0.3068375587463379, 0.3501792669296265, 0.2863733768463135]",0.31446340084075924
3854,770,590.306,tt0583539,586.179,Ross watches Rachel walk away from the table.,"Rachel pats his back, then struts off, swinging a towel over her shoulder.","['He pats his back.', 'He struts off.', 'He swings a towel over her shoulder.']","[0.294547438621521, 0.3980148792266846, 0.3081423044204712]",0.3335682074228923
3855,771,598.34,tt0583539,596.991,"Rachel hugs Ross, Phoebe joins in.",Phoebe enters his dressing room.,['He enters his dressing room.'],[0.30904850959777835],0.30904850959777835
3856,771,598.34,tt0583539,596.991,"Phoebe enters, hugs Ross and Rachel.",Phoebe enters his dressing room.,['He enters his dressing room.'],[0.5863798260688782],0.5863798260688782
3857,771,598.34,tt0583539,596.991,"Ross hugs Rachel, Phoebe joins the hug.",Phoebe enters his dressing room.,['He enters his dressing room.'],[0.27489349842071537],0.27489349842071537
3858,771,598.34,tt0583539,596.991,Rachel and Phoebe hug Ross.,Phoebe enters his dressing room.,['He enters his dressing room.'],[0.25927698612213135],0.25927698612213135
3859,771,598.34,tt0583539,596.991,Phoebe and Rachel hug Ross together.,Phoebe enters his dressing room.,['He enters his dressing room.'],[0.24094018936157227],0.24094018936157227
3860,772,641.397,tt0583539,638.78,"Duncan hugs Phoebe, holding her close.",He wraps her in a long hug and she shuts her eyes.,"['He wraps her in a long hug.', 'She shuts her eyes.']","[0.5750780582427979, 0.48892736434936523]",0.5320027112960816
3861,772,641.397,tt0583539,638.78,"Phoebe looks at Duncan, her gaze steady.",He wraps her in a long hug and she shuts her eyes.,"['He wraps her in a long hug.', 'She shuts her eyes.']","[0.3428667545318604, 0.4447521209716797]",0.39380943775177
3862,772,641.397,tt0583539,638.78,Duncan wraps his arms around Phoebe's waist.,He wraps her in a long hug and she shuts her eyes.,"['He wraps her in a long hug.', 'She shuts her eyes.']","[0.6673253178596497, 0.3672753095626831]",0.5173003137111664
3863,772,641.397,tt0583539,638.78,Phoebe's red dress is visible as Duncan hugs her.,He wraps her in a long hug and she shuts her eyes.,"['He wraps her in a long hug.', 'She shuts her eyes.']","[0.5723271369934082, 0.4382225036621094]",0.5052748203277588
3864,772,641.397,tt0583539,638.78,Duncan's red jacket is prominent as he hugs Phoebe.,He wraps her in a long hug and she shuts her eyes.,"['He wraps her in a long hug.', 'She shuts her eyes.']","[0.5630356311798096, 0.35219664573669435]",0.457616138458252
3865,773,645.546,tt0583539,644.479,Duncan hugs Phoebe briefly.,Phoebe keeps holding him.,['She keeps holding him.'],[0.36592974662780764],0.36592974662780764
3866,773,645.546,tt0583539,644.479,Phoebe pulls away from Duncan.,Phoebe keeps holding him.,['She keeps holding him.'],[0.35984101295471194],0.35984101295471194
3867,773,645.546,tt0583539,644.479,Duncan looks at Phoebe's dress.,Phoebe keeps holding him.,['She keeps holding him.'],[0.30437366962432866],0.30437366962432866
3868,773,645.546,tt0583539,644.479,Phoebe looks at Duncan's jacket.,Phoebe keeps holding him.,['She keeps holding him.'],[0.30305047035217286],0.30305047035217286
3869,773,645.546,tt0583539,644.479,Duncan gazes at Phoebe.,Phoebe keeps holding him.,['She keeps holding him.'],[0.320451831817627],0.320451831817627
3870,774,652.937,tt0583539,652.373,Phoebe hugs Duncan.,She lets go.,['She lets go.'],[0.3262777328491211],0.3262777328491211
3871,774,652.937,tt0583539,652.373,Phoebe walks away.,She lets go.,['She lets go.'],[0.4115487098693848],0.4115487098693848
3872,774,652.937,tt0583539,652.373,Duncan hugs Phoebe.,She lets go.,['She lets go.'],[0.29957447052001956],0.29957447052001956
3873,774,652.937,tt0583539,652.373,Phoebe holds Duncan.,She lets go.,['She lets go.'],[0.37277672290802005],0.37277672290802005
3874,774,652.937,tt0583539,652.373,Phoebe hugs him.,She lets go.,['She lets go.'],[0.3473594665527344],0.3473594665527344
3875,775,662.438,tt0583539,660.584,"Phoebe smiles at Duncan, who walks away.",He nods and steps into another room.,"['He nods.', 'He steps into another room.']","[0.3745476007461548, 0.45694961547851565]",0.4157486081123352
3876,775,662.438,tt0583539,660.584,Duncan walks away with a smile.,He nods and steps into another room.,"['He nods.', 'He steps into another room.']","[0.3823648691177368, 0.39525675773620605]",0.38881081342697144
3877,775,662.438,tt0583539,660.584,"Phoebe smiles at Duncan, who reciprocates.",He nods and steps into another room.,"['He nods.', 'He steps into another room.']","[0.39311134815216064, 0.3154615640640259]",0.3542864561080933
3878,775,662.438,tt0583539,660.584,"Phoebe smiles, and Duncan walks away.",He nods and steps into another room.,"['He nods.', 'He steps into another room.']","[0.3599146842956543, 0.4222418785095215]",0.39107828140258794
3879,775,662.438,tt0583539,660.584,Duncan walks away with a smile from Phoebe.,He nods and steps into another room.,"['He nods.', 'He steps into another room.']","[0.35498661994934083, 0.38067393302917485]",0.3678302764892578
3880,776,679.077,tt0583539,674.102,Julie and Chandler share a romantic kiss at the dining table with plates and a tray nearby.,"He smoothly pulls her in for a kiss as Chandler, Monica, Rachel, and Joey enter with food.","['He smoothly pulls her in for a kiss.', 'They enter with food.']","[0.4256162166595459, 0.4017979145050049]",0.41370706558227544
3881,776,679.077,tt0583539,674.102,Chandler and Julie's lips lock in a tender kiss as they sit at the dinner table.,"He smoothly pulls her in for a kiss as Chandler, Monica, Rachel, and Joey enter with food.","['He smoothly pulls her in for a kiss.', 'They enter with food.']","[0.49782490730285645, 0.4867940902709961]",0.4923094987869263
3882,776,679.077,tt0583539,674.102,Julie and Chandler's lips touch as they sit together at the dining table with a tray and plates.,"He smoothly pulls her in for a kiss as Chandler, Monica, Rachel, and Joey enter with food.","['He smoothly pulls her in for a kiss.', 'They enter with food.']","[0.4215561389923096, 0.4832333564758301]",0.45239474773406985
3883,776,679.077,tt0583539,674.102,The couple's kiss is interrupted by the presence of plates and a tray on the dining table.,"He smoothly pulls her in for a kiss as Chandler, Monica, Rachel, and Joey enter with food.","['He smoothly pulls her in for a kiss.', 'They enter with food.']","[0.38741369247436525, 0.4271410942077637]",0.4072773933410645
3884,776,679.077,tt0583539,674.102,"Julie and Chandler share a romantic moment as they kiss at the dining table, surrounded by plates and a tray.","He smoothly pulls her in for a kiss as Chandler, Monica, Rachel, and Joey enter with food.","['He smoothly pulls her in for a kiss.', 'They enter with food.']","[0.4599152565002442, 0.4580265522003174]",0.45897090435028076
3885,777,708.165,tt0583539,704.42,Rachel stands in front of Ross as he talks to her.,"Rachel stiffens, then glances to Joey, who avoids her gaze.","['He stiffens.', 'He glances to him.', 'He avoids his gaze.']","[0.3816595554351807, 0.4681203365325928, 0.38808245658874513]",0.41262078285217285
3886,777,708.165,tt0583539,704.42,Ross talks to Rachel as she stands in front of him.,"Rachel stiffens, then glances to Joey, who avoids her gaze.","['He stiffens.', 'He glances to him.', 'He avoids his gaze.']","[0.37436914443969727, 0.3871715784072876, 0.33162961006164554]",0.3643901109695435
3887,777,708.165,tt0583539,704.42,Ross and Rachel converse in a stationary position.,"Rachel stiffens, then glances to Joey, who avoids her gaze.","['He stiffens.', 'He glances to him.', 'He avoids his gaze.']","[0.27693226337432864, 0.2771365880966187, 0.26084988117218016]",0.2716395775477092
3888,777,708.165,tt0583539,704.42,"Ross speaks to Rachel, who remains still.","Rachel stiffens, then glances to Joey, who avoids her gaze.","['He stiffens.', 'He glances to him.', 'He avoids his gaze.']","[0.4624290466308594, 0.373607087135315, 0.3874811887741089]",0.4078391075134278
3889,777,708.165,tt0583539,704.42,"Rachel and Ross stand together, engaged in a conversation.","Rachel stiffens, then glances to Joey, who avoids her gaze.","['He stiffens.', 'He glances to him.', 'He avoids his gaze.']","[0.29142212867736816, 0.3110994338989258, 0.31684699058532717]",0.30645618438720706
3890,778,744.404,tt0583539,741.428,Joey holds a remote control while looking at Monica in the kitchen.,Chandler puts the tape in the VCR as Rachel drinks wine.,"['He puts the tape in the VCR.', 'She drinks wine.']","[0.36146249771118166, 0.35239102840423586]",0.35692676305770876
3891,778,744.404,tt0583539,741.428,"Monica stands in the kitchen holding a glass of wine, looking at Joey.",Chandler puts the tape in the VCR as Rachel drinks wine.,"['He puts the tape in the VCR.', 'She drinks wine.']","[0.3159538507461548, 0.6249016761779785]",0.47042776346206666
3892,778,744.404,tt0583539,741.428,"Joey sits on the couch, holding a remote control, with Monica in the kitchen.",Chandler puts the tape in the VCR as Rachel drinks wine.,"['He puts the tape in the VCR.', 'She drinks wine.']","[0.4588675022125244, 0.35122137069702153]",0.40504443645477295
3893,778,744.404,tt0583539,741.428,"Monica holds a glass of wine, while Joey looks at her from the couch.",Chandler puts the tape in the VCR as Rachel drinks wine.,"['He puts the tape in the VCR.', 'She drinks wine.']","[0.31975736618041994, 0.5890202045440674]",0.4543887853622437
3894,778,744.404,tt0583539,741.428,"Joey and Monica interact, with Joey holding a remote control and Monica holding a glass of wine.",Chandler puts the tape in the VCR as Rachel drinks wine.,"['He puts the tape in the VCR.', 'She drinks wine.']","[0.351350212097168, 0.5803328514099121]",0.46584153175354004
3895,779,777.435,tt0583539,774.257,"Monica holds a glass of wine, talking to Ross and Joey on the couch.",Monica grooves on the couch and all but Rachel follows suit.,"['She grooves.', 'All but her follows suit.']","[0.30985260009765625, 0.3202901840209961]",0.3150713920593262
3896,779,777.435,tt0583539,774.257,"Joey sits on the couch, chatting with Monica and Ross, with Julie behind them.",Monica grooves on the couch and all but Rachel follows suit.,"['She grooves.', 'All but her follows suit.']","[0.30727505683898926, 0.4220946311950684]",0.36468484401702883
3897,779,777.435,tt0583539,774.257,"Monica and Ross sit on the couch, engaging in conversation with Joey and Julie nearby.",Monica grooves on the couch and all but Rachel follows suit.,"['She grooves.', 'All but her follows suit.']","[0.2928168773651123, 0.3285651206970215]",0.3106909990310669
3898,779,777.435,tt0583539,774.257,"Monica sips her wine, joined by Ross and Joey on the couch, with Julie standing behind.",Monica grooves on the couch and all but Rachel follows suit.,"['She grooves.', 'All but her follows suit.']","[0.32970538139343264, 0.4020251274108887]",0.36586525440216067
3899,779,777.435,tt0583539,774.257,"Monica, Ross, Joey, and Julie gather around the couch, chatting and laughing together.",Monica grooves on the couch and all but Rachel follows suit.,"['She grooves.', 'All but her follows suit.']","[0.3261073350906372, 0.3795941829681397]",0.35285075902938845
3900,780,799.395,tt0583539,798.108,Julie sits at the table.,Julie playfully hits him.,['She playfully hits him.'],[0.31986021995544434],0.31986021995544434
3901,780,799.395,tt0583539,798.108,Joey speaks animatedly on the couch.,Julie playfully hits him.,['She playfully hits him.'],[0.33031013011932375],0.33031013011932375
3902,780,799.395,tt0583539,798.108,Ross stands behind Julie at the table.,Julie playfully hits him.,['She playfully hits him.'],[0.3129903793334961],0.3129903793334961
3903,780,799.395,tt0583539,798.108,Joey speaks to the others on the couch.,Julie playfully hits him.,['She playfully hits him.'],[0.31830308437347415],0.31830308437347415
3904,780,799.395,tt0583539,798.108,Ross appears to speak to Julie.,Julie playfully hits him.,['She playfully hits him.'],[0.3186591863632202],0.3186591863632202
3905,781,808.989,tt0583539,807.943,Joey talks with gestures.,He cracks a smile.,['He cracks a smile.'],[0.37217652797698975],0.37217652797698975
3906,781,808.989,tt0583539,807.943,Joey looks at someone.,He cracks a smile.,['He cracks a smile.'],[0.36895661354064946],0.36895661354064946
3907,781,808.989,tt0583539,807.943,Joey talks animatedly.,He cracks a smile.,['He cracks a smile.'],[0.35847833156585696],0.35847833156585696
3908,781,808.989,tt0583539,807.943,Joey gesticulates wildly.,He cracks a smile.,['He cracks a smile.'],[0.31539454460144045],0.31539454460144045
3909,781,808.989,tt0583539,807.943,Joey talks enthusiastically.,He cracks a smile.,['He cracks a smile.'],[0.3364585399627686],0.3364585399627686
3910,782,815.222,tt0583539,812.588,Ross holds a cup and glass while talking to Julie and Rachel.,"From across the room, Rachel watches Ross intently.","['From across the room, she watches him intently.']",[0.3710274934768677],0.3710274934768677
3911,782,815.222,tt0583539,812.588,Julie holds a cup as Ross and Rachel stand nearby.,"From across the room, Rachel watches Ross intently.","['From across the room, she watches him intently.']",[0.37914371490478516],0.37914371490478516
3912,782,815.222,tt0583539,812.588,Rachel holds a glass as Ross and Julie converse.,"From across the room, Rachel watches Ross intently.","['From across the room, she watches him intently.']",[0.3539404392242432],0.3539404392242432
3913,782,815.222,tt0583539,812.588,"Ross and the girls stand together, each holding a cup or glass.","From across the room, Rachel watches Ross intently.","['From across the room, she watches him intently.']",[0.31878969669342044],0.31878969669342044
3914,782,815.222,tt0583539,812.588,"Ross, Julie, and Rachel gather, each with a cup or glass in hand.","From across the room, Rachel watches Ross intently.","['From across the room, she watches him intently.']",[0.35605266094207766],0.35605266094207766
3915,783,835.439,tt0583539,834.272,Joey and Chandler sit together.,Rachel slumps away.,['She slumps away.'],[0.267293643951416],0.267293643951416
3916,783,835.439,tt0583539,834.272,Julie looks at Joey and Chandler.,Rachel slumps away.,['She slumps away.'],[0.29479048252105716],0.29479048252105716
3917,783,835.439,tt0583539,834.272,Phoebe admires herself in the mirror.,Rachel slumps away.,['She slumps away.'],[0.2943098545074463],0.2943098545074463
3918,783,835.439,tt0583539,834.272,Monica and Ross observe the scene.,Rachel slumps away.,['She slumps away.'],[0.2727651596069336],0.2727651596069336
3919,783,835.439,tt0583539,834.272,The group gathers around the couch.,Rachel slumps away.,['She slumps away.'],[0.3305675029754639],0.3305675029754639
3920,784,838.273,tt0583539,836.021,Monica admires herself in the mirror with friends nearby.,"In Duncan's dressing room, Phoebe checks her hair.","['She checks her hair.', 'She is in her dressing room.']","[0.47722620964050294, 0.4390474796295166]",0.4581368446350098
3921,784,838.273,tt0583539,836.021,Chandler smiles at Monica's reflection in the mirror.,"In Duncan's dressing room, Phoebe checks her hair.","['She checks her hair.', 'She is in her dressing room.']","[0.3999141454696655, 0.34969739913940434]",0.37480577230453493
3922,784,838.273,tt0583539,836.021,Ross and Phoebe observe Monica's self-reflection in the mirror.,"In Duncan's dressing room, Phoebe checks her hair.","['She checks her hair.', 'She is in her dressing room.']","[0.4153500556945801, 0.36317262649536136]",0.38926134109497074
3923,784,838.273,tt0583539,836.021,Monica's friends gather around her as she admires her hair.,"In Duncan's dressing room, Phoebe checks her hair.","['She checks her hair.', 'She is in her dressing room.']","[0.6580577850341798, 0.505808687210083]",0.5819332361221314
3924,784,838.273,tt0583539,836.021,The friends smile and gaze at Monica's reflection together.,"In Duncan's dressing room, Phoebe checks her hair.","['She checks her hair.', 'She is in her dressing room.']","[0.44765710830688477, 0.3617336988449097]",0.40469540357589723
3925,785,839.842,tt0583539,838.576,Phoebe walks towards Duncan.,He enters in straight clothes.,"['He enters.', 'He is in straight clothes.']","[0.3516911029815674, 0.28189637660980227]",0.3167937397956848
3926,785,839.842,tt0583539,838.576,Phoebe turns around to Duncan.,He enters in straight clothes.,"['He enters.', 'He is in straight clothes.']","[0.3050207376480103, 0.2618072509765625]",0.2834139943122864
3927,785,839.842,tt0583539,838.576,Duncan smiles at Phoebe.,He enters in straight clothes.,"['He enters.', 'He is in straight clothes.']","[0.324804162979126, 0.271886682510376]",0.298345422744751
3928,785,839.842,tt0583539,838.576,Phoebe adjusts her hair.,He enters in straight clothes.,"['He enters.', 'He is in straight clothes.']","[0.2880104064941406, 0.3083852291107178]",0.2981978178024292
3929,785,839.842,tt0583539,838.576,Phoebe looks at Duncan.,He enters in straight clothes.,"['He enters.', 'He is in straight clothes.']","[0.3034022092819214, 0.2727719783782959]",0.28808709383010866
3930,786,907.058,tt0583539,903.882,Duncan looks at Phoebe in front of a mirror.,"He puts his hands on his hips, distraught.","['He puts his hands on his hips.', 'He is distraught.']","[0.32763028144836426, 0.28510603904724124]",0.3063681602478028
3931,786,907.058,tt0583539,903.882,Phoebe admires herself in the mirror as Duncan stands nearby.,"He puts his hands on his hips, distraught.","['He puts his hands on his hips.', 'He is distraught.']","[0.3921120882034302, 0.33701224327087403]",0.3645621657371521
3932,786,907.058,tt0583539,903.882,"Duncan stands in front of a closet, eyeing Phoebe.","He puts his hands on his hips, distraught.","['He puts his hands on his hips.', 'He is distraught.']","[0.39696660041809084, 0.32580218315124515]",0.36138439178466797
3933,786,907.058,tt0583539,903.882,Phoebe checks her reflection in the mirror as Duncan observes her.,"He puts his hands on his hips, distraught.","['He puts his hands on his hips.', 'He is distraught.']","[0.3476210355758667, 0.31892497539520265]",0.3332730054855347
3934,786,907.058,tt0583539,903.882,"Duncan and Phoebe face each other, one in front of a closet and the other in front of a mirror.","He puts his hands on his hips, distraught.","['He puts his hands on his hips.', 'He is distraught.']","[0.34512166976928715, 0.2943427562713623]",0.31973221302032473
3935,787,915.644,tt0583539,913.875,Phoebe walks towards the mirror.,"Phoebe turns away, arms folded.","['She turns away.', 'Her arms are folded.']","[0.37802951335906987, 0.34678654670715336]",0.3624080300331116
3936,787,915.644,tt0583539,913.875,Phoebe turns to face the mirror.,"Phoebe turns away, arms folded.","['She turns away.', 'Her arms are folded.']","[0.5552750825881958, 0.371401309967041]",0.4633381962776184
3937,787,915.644,tt0583539,913.875,Phoebe approaches the mirror.,"Phoebe turns away, arms folded.","['She turns away.', 'Her arms are folded.']","[0.39306054115295413, 0.3700786113739014]",0.3815695762634278
3938,787,915.644,tt0583539,913.875,Phoebe heads towards the mirror.,"Phoebe turns away, arms folded.","['She turns away.', 'Her arms are folded.']","[0.402329683303833, 0.35190169811248784]",0.3771156907081604
3939,787,915.644,tt0583539,913.875,Phoebe moves towards the mirror.,"Phoebe turns away, arms folded.","['She turns away.', 'Her arms are folded.']","[0.4067226886749268, 0.3648641347885132]",0.38579341173172
3940,788,947.35,tt0583539,944.787,"Phoebe looks at Duncan, engaged in conversation.","Phoebe shrugs with one arm, searching for words.","['She shrugs with one arm.', 'She searches for words.']","[0.3272895336151123, 0.3897141456604004]",0.3585018396377564
3941,788,947.35,tt0583539,944.787,Duncan listens intently to Phoebe's words.,"Phoebe shrugs with one arm, searching for words.","['She shrugs with one arm.', 'She searches for words.']","[0.26382074356079105, 0.3978539228439331]",0.3308373332023621
3942,788,947.35,tt0583539,944.787,"Phoebe gazes at Duncan, who focuses on her.","Phoebe shrugs with one arm, searching for words.","['She shrugs with one arm.', 'She searches for words.']","[0.3940167903900147, 0.4816424369812012]",0.4378296136856079
3943,788,947.35,tt0583539,944.787,Duncan and Phoebe maintain eye contact.,"Phoebe shrugs with one arm, searching for words.","['She shrugs with one arm.', 'She searches for words.']","[0.2685641050338745, 0.30693290233612064]",0.2877485036849976
3944,788,947.35,tt0583539,944.787,The two friends have a quiet conversation.,"Phoebe shrugs with one arm, searching for words.","['She shrugs with one arm.', 'She searches for words.']","[0.2793476104736328, 0.3200066089630127]",0.29967710971832273
3945,789,959.012,tt0583539,957.891,Phoebe looks at Duncan.,She throws up her hands.,['She throws up her hands.'],[0.3113432884216309],0.3113432884216309
3946,789,959.012,tt0583539,957.891,Duncan listens to Phoebe.,She throws up her hands.,['She throws up her hands.'],[0.2426624059677124],0.2426624059677124
3947,789,959.012,tt0583539,957.891,Phoebe gazes at Duncan.,She throws up her hands.,['She throws up her hands.'],[0.2982242345809937],0.2982242345809937
3948,789,959.012,tt0583539,957.891,Duncan focuses on Phoebe.,She throws up her hands.,['She throws up her hands.'],[0.25277645587921144],0.25277645587921144
3949,789,959.012,tt0583539,957.891,They maintain eye contact.,She throws up her hands.,['She throws up her hands.'],[0.2812533378601074],0.2812533378601074
3950,790,961.412,tt0583539,959.532,"Phoebe gestures with her hands, looking at Duncan.",Duncan spreads his arms imploringly.,['He spreads his arms imploringly.'],[0.41485085487365725],0.41485085487365725
3951,790,961.412,tt0583539,959.532,Duncan listens intently as Phoebe talks.,Duncan spreads his arms imploringly.,['He spreads his arms imploringly.'],[0.30606524944305424],0.30606524944305424
3952,790,961.412,tt0583539,959.532,Phoebe and Duncan engage in a conversation.,Duncan spreads his arms imploringly.,['He spreads his arms imploringly.'],[0.24411597251892092],0.24411597251892092
3953,790,961.412,tt0583539,959.532,"Phoebe speaks and gestures, Duncan responds.",Duncan spreads his arms imploringly.,['He spreads his arms imploringly.'],[0.4099775791168213],0.4099775791168213
